subject,bing_id,child_age_group,age_in_months,block_number,trial_number,block_type,trial_type,block_background,block_deviant,deviant_position,stimulus_displayed,trial_looking_time,task_type,task_question_type,task_question_response,participant_type,deviant_trial_number
SS1649278493365,bb799,3,45.36,1,2,complex_dissimilar,background,images/stimuli/complex_22_A_a.gif,images/stimuli/complex_15_A_a.gif,4,images/stimuli/complex_22_A_a.gif,642.5,NA,NA,NA,kids,4
SS1649278493365,bb799,3,45.36,1,3,complex_dissimilar,background,images/stimuli/complex_22_A_a.gif,images/stimuli/complex_15_A_a.gif,4,images/stimuli/complex_22_A_a.gif,528.3999999761581,NA,NA,NA,kids,4
SS1649279512336,bb785,5,63.36,1,1,complex_dissimilar,background,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_23_A_a.gif,4,images/stimuli/complex_13_A_a.gif,4229.1,NA,NA,NA,kids,4
SS1649279512336,bb785,5,63.36,1,2,complex_dissimilar,background,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_23_A_a.gif,4,images/stimuli/complex_13_A_a.gif,1341.9,NA,NA,NA,kids,4
SS1649279512336,bb785,5,63.36,1,3,complex_dissimilar,background,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_23_A_a.gif,4,images/stimuli/complex_13_A_a.gif,1938,NA,NA,NA,kids,4
SS1649280109244,bb793,4,51.96,1,1,complex_dissimilar,background,images/stimuli/complex_09_A_b.gif,images/stimuli/complex_11_A_b.gif,6,images/stimuli/complex_09_A_b.gif,3981.799999952316,NA,NA,NA,kids,6
SS1649280109244,bb793,4,51.96,1,2,complex_dissimilar,background,images/stimuli/complex_09_A_b.gif,images/stimuli/complex_11_A_b.gif,6,images/stimuli/complex_09_A_b.gif,1915.600000023842,NA,NA,NA,kids,6
SS1649280109244,bb793,4,51.96,1,3,complex_dissimilar,background,images/stimuli/complex_09_A_b.gif,images/stimuli/complex_11_A_b.gif,6,images/stimuli/complex_09_A_b.gif,2523.1999999284744,NA,NA,NA,kids,6
SS1649280109244,bb793,4,51.96,1,4,complex_dissimilar,background,images/stimuli/complex_09_A_b.gif,images/stimuli/complex_11_A_b.gif,6,images/stimuli/complex_09_A_b.gif,2805.5,NA,NA,NA,kids,6
SS1649280109244,bb793,4,51.96,1,5,complex_dissimilar,background,images/stimuli/complex_09_A_b.gif,images/stimuli/complex_11_A_b.gif,6,images/stimuli/complex_09_A_b.gif,2114,NA,NA,NA,kids,6
SS1649281069569,bb791,4,56.400000000000006,1,1,complex_dissimilar,background,images/stimuli/complex_01_A_b.gif,images/stimuli/complex_15_A_a.gif,4,images/stimuli/complex_01_A_b.gif,6389.699999928474,NA,NA,NA,kids,4
SS1649281069569,bb791,4,56.400000000000006,1,2,complex_dissimilar,background,images/stimuli/complex_01_A_b.gif,images/stimuli/complex_15_A_a.gif,4,images/stimuli/complex_01_A_b.gif,2713.899999976158,NA,NA,NA,kids,4
SS1649281069569,bb791,4,56.400000000000006,1,3,complex_dissimilar,background,images/stimuli/complex_01_A_b.gif,images/stimuli/complex_15_A_a.gif,4,images/stimuli/complex_01_A_b.gif,2568.5,NA,NA,NA,kids,4
SS1649453606981,bb784,5,63.96,1,1,complex_dissimilar,background,images/stimuli/complex_12_A_b.gif,images/stimuli/complex_18_A_b.gif,4,images/stimuli/complex_12_A_b.gif,3301.2999999523163,NA,NA,NA,kids,4
SS1649453606981,bb784,5,63.96,1,2,complex_dissimilar,background,images/stimuli/complex_12_A_b.gif,images/stimuli/complex_18_A_b.gif,4,images/stimuli/complex_12_A_b.gif,1945.2999999523165,NA,NA,NA,kids,4
SS1649453606981,bb784,5,63.96,1,3,complex_dissimilar,background,images/stimuli/complex_12_A_b.gif,images/stimuli/complex_18_A_b.gif,4,images/stimuli/complex_12_A_b.gif,1626.899999976158,NA,NA,NA,kids,4
SS1649708928997,bb789,4,57.72,1,1,complex_dissimilar,background,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_15_A_b.gif,4,images/stimuli/complex_19_A_b.gif,7455,NA,NA,NA,kids,4
SS1649708928997,bb789,4,57.72,1,2,complex_dissimilar,background,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_15_A_b.gif,4,images/stimuli/complex_19_A_b.gif,2405,NA,NA,NA,kids,4
SS1649708928997,bb789,4,57.72,1,3,complex_dissimilar,background,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_15_A_b.gif,4,images/stimuli/complex_19_A_b.gif,4150.799999952316,NA,NA,NA,kids,4
SS1650317226697,bb797,4,48.239999999999995,1,1,complex_dissimilar,background,images/stimuli/complex_19_A_a.gif,images/stimuli/complex_23_A_a.gif,4,images/stimuli/complex_19_A_a.gif,5990.300000190735,NA,NA,NA,kids,4
SS1650317226697,bb797,4,48.239999999999995,1,2,complex_dissimilar,background,images/stimuli/complex_19_A_a.gif,images/stimuli/complex_23_A_a.gif,4,images/stimuli/complex_19_A_a.gif,2190.399999856949,NA,NA,NA,kids,4
SS1650317226697,bb797,4,48.239999999999995,1,3,complex_dissimilar,background,images/stimuli/complex_19_A_a.gif,images/stimuli/complex_23_A_a.gif,4,images/stimuli/complex_19_A_a.gif,1499,NA,NA,NA,kids,4
SS1650489080889,bb795,4,51.36,1,1,complex_dissimilar,background,images/stimuli/complex_04_A_a.gif,images/stimuli/complex_01_A_a.gif,6,images/stimuli/complex_04_A_a.gif,5270.200000047684,NA,NA,NA,kids,6
SS1650489080889,bb795,4,51.36,1,2,complex_dissimilar,background,images/stimuli/complex_04_A_a.gif,images/stimuli/complex_01_A_a.gif,6,images/stimuli/complex_04_A_a.gif,2314.099999904633,NA,NA,NA,kids,6
SS1650489080889,bb795,4,51.36,1,3,complex_dissimilar,background,images/stimuli/complex_04_A_a.gif,images/stimuli/complex_01_A_a.gif,6,images/stimuli/complex_04_A_a.gif,787.8999998569489,NA,NA,NA,kids,6
SS1650489080889,bb795,4,51.36,1,4,complex_dissimilar,background,images/stimuli/complex_04_A_a.gif,images/stimuli/complex_01_A_a.gif,6,images/stimuli/complex_04_A_a.gif,560.0999999046326,NA,NA,NA,kids,6
SS1650489080889,bb795,4,51.36,1,5,complex_dissimilar,background,images/stimuli/complex_04_A_a.gif,images/stimuli/complex_01_A_a.gif,6,images/stimuli/complex_04_A_a.gif,529.3999998569489,NA,NA,NA,kids,6
SS1650489821701,bb802,3,43.56,1,1,complex_dissimilar,background,images/stimuli/complex_15_A_b.gif,images/stimuli/complex_23_A_b.gif,6,images/stimuli/complex_15_A_b.gif,3112.900000095367,NA,NA,NA,kids,6
SS1650489821701,bb802,3,43.56,1,2,complex_dissimilar,background,images/stimuli/complex_15_A_b.gif,images/stimuli/complex_23_A_b.gif,6,images/stimuli/complex_15_A_b.gif,1459,NA,NA,NA,kids,6
SS1650489821701,bb802,3,43.56,1,3,complex_dissimilar,background,images/stimuli/complex_15_A_b.gif,images/stimuli/complex_23_A_b.gif,6,images/stimuli/complex_15_A_b.gif,612.9000000953674,NA,NA,NA,kids,6
SS1650489821701,bb802,3,43.56,1,4,complex_dissimilar,background,images/stimuli/complex_15_A_b.gif,images/stimuli/complex_23_A_b.gif,6,images/stimuli/complex_15_A_b.gif,2679.100000143051,NA,NA,NA,kids,6
SS1650489821701,bb802,3,43.56,1,5,complex_dissimilar,background,images/stimuli/complex_15_A_b.gif,images/stimuli/complex_23_A_b.gif,6,images/stimuli/complex_15_A_b.gif,1489.1000001430511,NA,NA,NA,kids,6
SS1650575269619,bb718,5,62.04,1,1,complex_dissimilar,background,images/stimuli/complex_06_A_a.gif,images/stimuli/complex_05_A_a.gif,4,images/stimuli/complex_06_A_a.gif,9725.80000001192,NA,NA,NA,kids,4
SS1650575269619,bb718,5,62.04,1,2,complex_dissimilar,background,images/stimuli/complex_06_A_a.gif,images/stimuli/complex_05_A_a.gif,4,images/stimuli/complex_06_A_a.gif,3312.0999999940395,NA,NA,NA,kids,4
SS1650575269619,bb718,5,62.04,1,3,complex_dissimilar,background,images/stimuli/complex_06_A_a.gif,images/stimuli/complex_05_A_a.gif,4,images/stimuli/complex_06_A_a.gif,2970.5999999940395,NA,NA,NA,kids,4
SS1651769551887,bb748,4,52.67999999999999,1,2,complex_dissimilar,background,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_17_A_b.gif,4,images/stimuli/complex_11_A_a.gif,2888.5999999996275,NA,NA,NA,kids,4
SS1651769551887,bb748,4,52.67999999999999,1,3,complex_dissimilar,background,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_17_A_b.gif,4,images/stimuli/complex_11_A_a.gif,2862.2000000001863,NA,NA,NA,kids,4
SS1651783185192,bb752,4,48.84,1,1,complex_dissimilar,background,images/stimuli/complex_14_A_a.gif,images/stimuli/complex_08_A_a.gif,4,images/stimuli/complex_14_A_a.gif,14400.299999999814,NA,NA,NA,kids,4
SS1651783185192,bb752,4,48.84,1,2,complex_dissimilar,background,images/stimuli/complex_14_A_a.gif,images/stimuli/complex_08_A_a.gif,4,images/stimuli/complex_14_A_a.gif,923.2999999998136,NA,NA,NA,kids,4
SS1651783185192,bb752,4,48.84,1,3,complex_dissimilar,background,images/stimuli/complex_14_A_a.gif,images/stimuli/complex_08_A_a.gif,4,images/stimuli/complex_14_A_a.gif,839.2999999998137,NA,NA,NA,kids,4
SS1653422857841,bb739,5,61.44,1,1,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_07_A_a.gif,6,images/stimuli/complex_14_A_b.gif,14822.799999952316,NA,NA,NA,kids,6
SS1653422857841,bb739,5,61.44,1,2,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_07_A_a.gif,6,images/stimuli/complex_14_A_b.gif,8016.100000023842,NA,NA,NA,kids,6
SS1653422857841,bb739,5,61.44,1,3,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_07_A_a.gif,6,images/stimuli/complex_14_A_b.gif,12270.30000001192,NA,NA,NA,kids,6
SS1653422857841,bb739,5,61.44,1,4,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_07_A_a.gif,6,images/stimuli/complex_14_A_b.gif,5899.300000011921,NA,NA,NA,kids,6
SS1653422857841,bb739,5,61.44,1,5,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_07_A_a.gif,6,images/stimuli/complex_14_A_b.gif,6145.600000023842,NA,NA,NA,kids,6
SS1653424973570,bb747,4,53.28,1,1,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_18_A_b.gif,4,images/stimuli/complex_14_A_b.gif,8073.199999988079,NA,NA,NA,kids,4
SS1653424973570,bb747,4,53.28,1,2,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_18_A_b.gif,4,images/stimuli/complex_14_A_b.gif,3411.100000023842,NA,NA,NA,kids,4
SS1653424973570,bb747,4,53.28,1,3,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_18_A_b.gif,4,images/stimuli/complex_14_A_b.gif,883.6000000238419,NA,NA,NA,kids,4
SS1654202991854,bb756,3,43.8,1,1,complex_dissimilar,background,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_07_A_b.gif,4,images/stimuli/complex_13_A_a.gif,2199.100000023842,NA,NA,NA,kids,4
SS1654202991854,bb756,3,43.8,1,2,complex_dissimilar,background,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_07_A_b.gif,4,images/stimuli/complex_13_A_a.gif,3449.599999964237,NA,NA,NA,kids,4
SS1654202991854,bb756,3,43.8,1,3,complex_dissimilar,background,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_07_A_b.gif,4,images/stimuli/complex_13_A_a.gif,2237.199999988079,NA,NA,NA,kids,4
SS1657750552161,bb572,5,63.84,1,1,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_11_A_a.gif,4,images/stimuli/complex_16_A_a.gif,5056.199999988079,NA,NA,NA,kids,4
SS1657750552161,bb572,5,63.84,1,2,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_11_A_a.gif,4,images/stimuli/complex_16_A_a.gif,703.3000000119209,NA,NA,NA,kids,4
SS1657750552161,bb572,5,63.84,1,3,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_11_A_a.gif,4,images/stimuli/complex_16_A_a.gif,919.6999999880792,NA,NA,NA,kids,4
SS1657821464110,bb665,3,47.64,1,1,complex_dissimilar,background,images/stimuli/complex_24_A_a.gif,images/stimuli/complex_09_A_b.gif,6,images/stimuli/complex_24_A_a.gif,8826.199999988079,NA,NA,NA,kids,6
SS1657821464110,bb665,3,47.64,1,2,complex_dissimilar,background,images/stimuli/complex_24_A_a.gif,images/stimuli/complex_09_A_b.gif,6,images/stimuli/complex_24_A_a.gif,833.3000000119209,NA,NA,NA,kids,6
SS1657821464110,bb665,3,47.64,1,3,complex_dissimilar,background,images/stimuli/complex_24_A_a.gif,images/stimuli/complex_09_A_b.gif,6,images/stimuli/complex_24_A_a.gif,653.8999999761581,NA,NA,NA,kids,6
SS1657821464110,bb665,3,47.64,1,4,complex_dissimilar,background,images/stimuli/complex_24_A_a.gif,images/stimuli/complex_09_A_b.gif,6,images/stimuli/complex_24_A_a.gif,523.7999999821186,NA,NA,NA,kids,6
SS1657821464110,bb665,3,47.64,1,5,complex_dissimilar,background,images/stimuli/complex_24_A_a.gif,images/stimuli/complex_09_A_b.gif,6,images/stimuli/complex_24_A_a.gif,685.9000000059605,NA,NA,NA,kids,6
SS1657833414331,bb660,4,51.239999999999995,1,1,complex_dissimilar,background,images/stimuli/complex_17_A_b.gif,images/stimuli/complex_01_A_a.gif,4,images/stimuli/complex_17_A_b.gif,10313.69999998808,NA,NA,NA,kids,4
SS1657833414331,bb660,4,51.239999999999995,1,2,complex_dissimilar,background,images/stimuli/complex_17_A_b.gif,images/stimuli/complex_01_A_a.gif,4,images/stimuli/complex_17_A_b.gif,2116.7999999821186,NA,NA,NA,kids,4
SS1657833414331,bb660,4,51.239999999999995,1,3,complex_dissimilar,background,images/stimuli/complex_17_A_b.gif,images/stimuli/complex_01_A_a.gif,4,images/stimuli/complex_17_A_b.gif,1982.300000011921,NA,NA,NA,kids,4
SS1657836642582,bb659,4,52.56,1,1,complex_dissimilar,background,images/stimuli/complex_01_A_b.gif,images/stimuli/complex_17_A_b.gif,6,images/stimuli/complex_01_A_b.gif,9014.30000001192,NA,NA,NA,kids,6
SS1657836642582,bb659,4,52.56,1,2,complex_dissimilar,background,images/stimuli/complex_01_A_b.gif,images/stimuli/complex_17_A_b.gif,6,images/stimuli/complex_01_A_b.gif,4231.9000000059605,NA,NA,NA,kids,6
SS1657836642582,bb659,4,52.56,1,3,complex_dissimilar,background,images/stimuli/complex_01_A_b.gif,images/stimuli/complex_17_A_b.gif,6,images/stimuli/complex_01_A_b.gif,2398.800000011921,NA,NA,NA,kids,6
SS1657836642582,bb659,4,52.56,1,4,complex_dissimilar,background,images/stimuli/complex_01_A_b.gif,images/stimuli/complex_17_A_b.gif,6,images/stimuli/complex_01_A_b.gif,2224.5999999940395,NA,NA,NA,kids,6
SS1657836642582,bb659,4,52.56,1,5,complex_dissimilar,background,images/stimuli/complex_01_A_b.gif,images/stimuli/complex_17_A_b.gif,6,images/stimuli/complex_01_A_b.gif,2436.300000011921,NA,NA,NA,kids,6
SS1658159461179,bb769,3,48,1,1,complex_dissimilar,background,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_05_A_b.gif,6,images/stimuli/complex_15_A_a.gif,5642.399999976158,NA,NA,NA,kids,6
SS1658159461179,bb769,3,48,1,2,complex_dissimilar,background,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_05_A_b.gif,6,images/stimuli/complex_15_A_a.gif,1725.4000000357628,NA,NA,NA,kids,6
SS1658159461179,bb769,3,48,1,3,complex_dissimilar,background,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_05_A_b.gif,6,images/stimuli/complex_15_A_a.gif,747.1000000238419,NA,NA,NA,kids,6
SS1658159461179,bb769,3,48,1,4,complex_dissimilar,background,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_05_A_b.gif,6,images/stimuli/complex_15_A_a.gif,7522.100000023842,NA,NA,NA,kids,6
SS1658159461179,bb769,3,48,1,5,complex_dissimilar,background,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_05_A_b.gif,6,images/stimuli/complex_15_A_a.gif,795.8999999761581,NA,NA,NA,kids,6
SS1658165045650,bb531,4,58.92,1,1,complex_dissimilar,background,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_08_A_a.gif,6,images/stimuli/complex_15_A_a.gif,4089.299999952316,NA,NA,NA,kids,6
SS1658165045650,bb531,4,58.92,1,2,complex_dissimilar,background,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_08_A_a.gif,6,images/stimuli/complex_15_A_a.gif,1321.600000023842,NA,NA,NA,kids,6
SS1658165045650,bb531,4,58.92,1,3,complex_dissimilar,background,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_08_A_a.gif,6,images/stimuli/complex_15_A_a.gif,1539.5999999642372,NA,NA,NA,kids,6
SS1658165045650,bb531,4,58.92,1,4,complex_dissimilar,background,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_08_A_a.gif,6,images/stimuli/complex_15_A_a.gif,642.8000000119209,NA,NA,NA,kids,6
SS1658165045650,bb531,4,58.92,1,5,complex_dissimilar,background,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_08_A_a.gif,6,images/stimuli/complex_15_A_a.gif,971.100000023842,NA,NA,NA,kids,6
SS1658332695075,bb471,5,68.88,1,2,complex_dissimilar,background,images/stimuli/complex_21_A_b.gif,images/stimuli/complex_20_A_a.gif,4,images/stimuli/complex_21_A_b.gif,8191.199999988079,NA,NA,NA,kids,4
SS1658332695075,bb471,5,68.88,1,3,complex_dissimilar,background,images/stimuli/complex_21_A_b.gif,images/stimuli/complex_20_A_a.gif,4,images/stimuli/complex_21_A_b.gif,3045.300000011921,NA,NA,NA,kids,4
SS1658349449009,bb861,4,51,1,1,complex_dissimilar,background,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_11_A_a.gif,6,images/stimuli/complex_19_A_b.gif,3041.699999988079,NA,NA,NA,kids,6
SS1658349449009,bb861,4,51,1,2,complex_dissimilar,background,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_11_A_a.gif,6,images/stimuli/complex_19_A_b.gif,2556.400000035763,NA,NA,NA,kids,6
SS1658349449009,bb861,4,51,1,3,complex_dissimilar,background,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_11_A_a.gif,6,images/stimuli/complex_19_A_b.gif,1874.5,NA,NA,NA,kids,6
SS1658349449009,bb861,4,51,1,4,complex_dissimilar,background,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_11_A_a.gif,6,images/stimuli/complex_19_A_b.gif,2083.100000023842,NA,NA,NA,kids,6
SS1658349449009,bb861,4,51,1,5,complex_dissimilar,background,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_11_A_a.gif,6,images/stimuli/complex_19_A_b.gif,1407.199999988079,NA,NA,NA,kids,6
SS1658350299976,bb668,5,63.84,1,1,complex_dissimilar,background,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_09_A_b.gif,4,images/stimuli/complex_18_A_b.gif,3207,NA,NA,NA,kids,4
SS1658350299976,bb668,5,63.84,1,2,complex_dissimilar,background,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_09_A_b.gif,4,images/stimuli/complex_18_A_b.gif,1537,NA,NA,NA,kids,4
SS1658350299976,bb668,5,63.84,1,3,complex_dissimilar,background,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_09_A_b.gif,4,images/stimuli/complex_18_A_b.gif,1515.7000000476835,NA,NA,NA,kids,4
SS1659037444440,bb874,3,38.04,1,2,complex_dissimilar,background,images/stimuli/complex_09_A_b.gif,images/stimuli/complex_06_A_a.gif,6,images/stimuli/complex_09_A_b.gif,2222,NA,NA,NA,kids,6
SS1659037444440,bb874,3,38.04,1,3,complex_dissimilar,background,images/stimuli/complex_09_A_b.gif,images/stimuli/complex_06_A_a.gif,6,images/stimuli/complex_09_A_b.gif,1466.5,NA,NA,NA,kids,6
SS1659037444440,bb874,3,38.04,1,4,complex_dissimilar,background,images/stimuli/complex_09_A_b.gif,images/stimuli/complex_06_A_a.gif,6,images/stimuli/complex_09_A_b.gif,1600.5,NA,NA,NA,kids,6
SS1659037444440,bb874,3,38.04,1,5,complex_dissimilar,background,images/stimuli/complex_09_A_b.gif,images/stimuli/complex_06_A_a.gif,6,images/stimuli/complex_09_A_b.gif,1593.600000023842,NA,NA,NA,kids,6
SS1659041262118,bb873,3,39.12,1,1,complex_dissimilar,background,images/stimuli/complex_12_A_a.gif,images/stimuli/complex_03_A_b.gif,6,images/stimuli/complex_12_A_a.gif,3904.299999952316,NA,NA,NA,kids,6
SS1659041262118,bb873,3,39.12,1,2,complex_dissimilar,background,images/stimuli/complex_12_A_a.gif,images/stimuli/complex_03_A_b.gif,6,images/stimuli/complex_12_A_a.gif,890.8999999761581,NA,NA,NA,kids,6
SS1659041262118,bb873,3,39.12,1,3,complex_dissimilar,background,images/stimuli/complex_12_A_a.gif,images/stimuli/complex_03_A_b.gif,6,images/stimuli/complex_12_A_a.gif,746.2000000476837,NA,NA,NA,kids,6
SS1659041262118,bb873,3,39.12,1,4,complex_dissimilar,background,images/stimuli/complex_12_A_a.gif,images/stimuli/complex_03_A_b.gif,6,images/stimuli/complex_12_A_a.gif,668.7999999523163,NA,NA,NA,kids,6
SS1659041262118,bb873,3,39.12,1,5,complex_dissimilar,background,images/stimuli/complex_12_A_a.gif,images/stimuli/complex_03_A_b.gif,6,images/stimuli/complex_12_A_a.gif,811.8000000715256,NA,NA,NA,kids,6
SS1659042744198,bb527,5,62.28,1,1,complex_dissimilar,background,images/stimuli/complex_17_A_b.gif,images/stimuli/complex_09_A_a.gif,6,images/stimuli/complex_17_A_b.gif,2280.100000023842,NA,NA,NA,kids,6
SS1659042744198,bb527,5,62.28,1,2,complex_dissimilar,background,images/stimuli/complex_17_A_b.gif,images/stimuli/complex_09_A_a.gif,6,images/stimuli/complex_17_A_b.gif,1989.600000023842,NA,NA,NA,kids,6
SS1659042744198,bb527,5,62.28,1,3,complex_dissimilar,background,images/stimuli/complex_17_A_b.gif,images/stimuli/complex_09_A_a.gif,6,images/stimuli/complex_17_A_b.gif,1977.3000000715256,NA,NA,NA,kids,6
SS1659042744198,bb527,5,62.28,1,4,complex_dissimilar,background,images/stimuli/complex_17_A_b.gif,images/stimuli/complex_09_A_a.gif,6,images/stimuli/complex_17_A_b.gif,2199,NA,NA,NA,kids,6
SS1659042744198,bb527,5,62.28,1,5,complex_dissimilar,background,images/stimuli/complex_17_A_b.gif,images/stimuli/complex_09_A_a.gif,6,images/stimuli/complex_17_A_b.gif,2593,NA,NA,NA,kids,6
SS1659454156371,bb818,3,47.64,1,2,complex_dissimilar,background,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_01_A_b.gif,4,images/stimuli/complex_11_A_a.gif,10009.199999928474,NA,NA,NA,kids,4
SS1659454156371,bb818,3,47.64,1,3,complex_dissimilar,background,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_01_A_b.gif,4,images/stimuli/complex_11_A_a.gif,3098.600000023842,NA,NA,NA,kids,4
SS1659456204392,bb631,5,66.84,1,1,complex_dissimilar,background,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_15_A_a.gif,6,images/stimuli/complex_18_A_a.gif,11058.899999976158,NA,NA,NA,kids,6
SS1659456204392,bb631,5,66.84,1,2,complex_dissimilar,background,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_15_A_a.gif,6,images/stimuli/complex_18_A_a.gif,4362.600000023842,NA,NA,NA,kids,6
SS1659456204392,bb631,5,66.84,1,3,complex_dissimilar,background,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_15_A_a.gif,6,images/stimuli/complex_18_A_a.gif,4265.600000023842,NA,NA,NA,kids,6
SS1659456204392,bb631,5,66.84,1,4,complex_dissimilar,background,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_15_A_a.gif,6,images/stimuli/complex_18_A_a.gif,3700.200000047684,NA,NA,NA,kids,6
SS1659456204392,bb631,5,66.84,1,5,complex_dissimilar,background,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_15_A_a.gif,6,images/stimuli/complex_18_A_a.gif,4264,NA,NA,NA,kids,6
SS1659634413113,bb676,3,47.400000000000006,1,1,complex_dissimilar,background,images/stimuli/complex_12_A_a.gif,images/stimuli/complex_21_A_b.gif,6,images/stimuli/complex_12_A_a.gif,3646,NA,NA,NA,kids,6
