subject,trial_number,trial_type,trial_looking_time,agedays,complexity
liu_2022.4.4_study3.10m_16,6,deviant,19.344,293.1,complex
liu_2022.4.4_study3.10m_20,7,deviant,24.118,301.4,complex
liu_2022.4.4_study3.10m_24,7,deviant,19.22,320.5,complex
liu_2022.4.4_study3.10m_28,7,deviant,9.672,315.4,complex
liu_2022.4.4_study3.10m_32,7,deviant,5.828,311.4,complex
liu_2022.4.4_study3.10m_36,7,deviant,13.268,308.4,complex
liu_unpublisheda.1.1_solidity.s061,7,deviant,10,305,simple
liu_unpublisheda.1.1_solidity.s062,7,deviant,8.44,229,simple
liu_unpublisheda.1.1_solidity.s063,7,deviant,14.2,180,simple
liu_unpublisheda.1.1_solidity.s064,7,deviant,5.44,250,simple
liu_unpublisheda.1.1_solidity.s093,7,deviant,3.84,270,simple
liu_unpublisheda.1.1_solidity.s096,7,deviant,15.08,218,simple
liu_unpublisheda.1.1_solidity.s104,7,deviant,13.4,215,simple
liu_unpublisheda.1.1_solidity.s122,7,deviant,4.16,233,simple
liu_unpublisheda.1.1_solidity.s066,7,deviant,10,191,simple
liu_unpublisheda.1.1_solidity.s068,7,deviant,3.32,190,simple
liu_unpublisheda.1.1_solidity.s072,7,deviant,9.48,188,simple
liu_unpublisheda.1.1_solidity.s073,7,deviant,55.8,266,simple
liu_unpublisheda.1.1_solidity.s105,7,deviant,12.72,265,simple
liu_unpublisheda.1.1_solidity.s092,7,deviant,33.72,226,simple
liu_unpublisheda.1.1_solidity.s114,7,deviant,3.8,180,simple
liu_unpublisheda.1.1_solidity.s121,7,deviant,17.2,179,simple
liu_unpublisheda.1.1_solidity.s095,7,deviant,12.16,289,simple
liu_unpublisheda.1.1_solidity.s098,7,deviant,16,275,simple
liu_unpublisheda.1.1_solidity.s102,7,deviant,8.08,273,simple
liu_unpublisheda.1.1_solidity.s106,7,deviant,3.92,263,simple
liu_unpublisheda.1.1_solidity.s082,7,deviant,40.36,197,simple
liu_unpublisheda.1.1_solidity.s090,7,deviant,11.92,234,simple
liu_unpublisheda.1.1_solidity.s112,7,deviant,3.16,206,simple
liu_unpublisheda.1.1_solidity.s116,7,deviant,21.24,249,simple
liu_unpublisheda.1.1_solidity.s120,7,deviant,3,250,simple
liu_unpublisheda.1.1_support.s059,7,deviant,21.12,315,simple
liu_unpublisheda.1.1_support.s061,7,deviant,8.96,309,simple
liu_unpublisheda.1.1_support.s062,7,deviant,16.4,230,simple
liu_unpublisheda.1.1_support.s084,7,deviant,3.2,239,simple
liu_unpublisheda.1.1_support.s096,7,deviant,5.56,223,simple
liu_unpublisheda.1.1_support.s104,7,deviant,16.76,222,simple
liu_unpublisheda.1.1_support.s065,7,deviant,4.6,230,simple
liu_unpublisheda.1.1_support.s067,7,deviant,4.64,295,simple
liu_unpublisheda.1.1_support.s068,7,deviant,8.68,193,simple
liu_unpublisheda.1.1_support.s072,7,deviant,5.92,192,simple
liu_unpublisheda.1.1_support.s073,7,deviant,14.96,269,simple
liu_unpublisheda.1.1_support.s097,7,deviant,7.48,244,simple
liu_unpublisheda.1.1_support.s075,7,deviant,47,261,simple
liu_unpublisheda.1.1_support.s077,7,deviant,23.64,139,simple
liu_unpublisheda.1.1_support.s081,7,deviant,9.6,284,simple
liu_unpublisheda.1.1_support.s098,7,deviant,47.52,270,simple
liu_unpublisheda.1.1_support.s100,7,deviant,11.04,225,simple
liu_unpublisheda.1.1_support.s102,7,deviant,19.24,262,simple
liu_unpublisheda.1.1_support.s103,7,deviant,8.52,153,simple
liu_unpublisheda.1.1_support.s101,7,deviant,54.32,206,simple
liu_unpublisheda.1.1_support.s125,7,deviant,7.28,204,simple
liu_unpublisheda.1.1_support.s078,7,deviant,6.08,138,simple
liu_unpublisheda.1.1_support.s082,7,deviant,15.08,183,simple
liu_unpublisheda.1.1_support.s085,7,deviant,5.68,142,simple
liu_unpublisheda.1.1_support.s087,7,deviant,7.8,207,simple
liu_unpublisheda.1.1_support.s089,7,deviant,13.2,192,simple
liu_unpublisheda.1.1_support.s090,7,deviant,23.12,228,simple
liu_unpublisheda.1.1_support.s108,7,deviant,3.32,183,simple
liu_unpublisheda.1.1_support.s110,7,deviant,7.52,168,simple
liu_unpublisheda.1.1_support.s112,7,deviant,6,186,simple
liu_unpublisheda.1.1_support.s113,7,deviant,4.64,304,simple
liu_unpublisheda.1.1_support.s115,7,deviant,10.32,191,simple
liu_unpublisheda.1.1_support.s116,7,deviant,8.2,241,simple
liu_unpublisheda.1.1_support.s117,7,deviant,3.72,182,simple
liu_unpublisheda.1.1_support.s118,7,deviant,9.48,248,simple
liu_unpublisheda.1.1_support.s119,7,deviant,3.32,239,simple
liu_unpublisheda.1.1_support.s120,7,deviant,20.28,246,simple
liu_unpublishedb.1.1.s013,7,deviant,5.92,184,complex
liu_unpublishedb.1.1.s014,7,deviant,5.12,197,complex
liu_unpublishedb.1.1.s015,7,deviant,40.8,206,complex
liu_unpublishedb.1.1.s016,7,deviant,59.28,229,complex
liu_unpublishedb.1.1.s017,7,deviant,7.56,177,complex
liu_unpublishedb.1.1.s018,7,deviant,21.56,228,complex
liu_unpublishedb.1.1.s019,7,deviant,24.92,169,complex
liu_unpublishedb.1.1.s020,7,deviant,14.48,209,complex
liu_unpublishedb.1.1.s021,7,deviant,12.52,160,complex
liu_unpublishedb.1.1.s022,7,deviant,11.6,277,complex
liu_unpublishedb.1.1.s025,7,deviant,12.48,235,complex
liu_unpublishedb.1.1.s026,7,deviant,8.88,293,complex
liu_unpublishedb.1.1.s027,7,deviant,11.6,165,complex
liu_unpublishedb.1.1.s030,6,deviant,8.76,266,complex
liu_unpublishedb.1.1.s031,7,deviant,13.16,304,complex
liu_unpublishedb.1.1.s032,7,deviant,41.12,285,complex
liu_unpublishedb.1.1.s033,7,deviant,12.04,224,complex
liu_unpublishedb.1.1.s034,7,deviant,19.2,160,complex
liu_unpublishedb.1.1.s035,7,deviant,9.12,164,complex
liu_unpublishedb.1.1.s040,7,deviant,12,171,complex
liu_unpublishedb.1.1.s042,7,deviant,13.28,145,complex
liu_unpublishedb.1.1.s043,7,deviant,18.08,149,complex
liu_unpublishedb.1.1.s044,7,deviant,5.84,260,complex
liu_unpublishedc.1.1.KSR-01-BR,8,deviant,9.404,213,simple
liu_unpublishedc.1.1.KSR-02-OA,15,deviant,7.174,214,simple
liu_unpublishedc.1.1.KSR-03-AP-BP,8,deviant,4.362,216,simple
liu_unpublishedc.1.1.ksr-04-dg,7,deviant,7.212,198,simple
liu_unpublishedc.1.1.KSR-05-ER,7,deviant,4.906,216,simple
liu_unpublishedc.1.1.KSR-06-IR-BP,10,deviant,6.612,224,simple
liu_unpublishedc.1.1.KSR-07CG-BP,7,deviant,10.782,201,simple
liu_unpublishedc.1.1.KSR-09-ZS-BP,10,deviant,6.052,219,simple
liu_unpublishedc.1.1.KSR-10-JM,7,deviant,12.426,213,simple
liu_unpublishedc.1.1.KSR-10-WS-BP,7,deviant,25.058,207,simple
liu_unpublishedc.1.1.KSR-11-ON-BP,8,deviant,16.436,201,simple
liu_unpublishedc.1.1.ksr13msbp,7,deviant,60,216,simple
liu_unpublishedc.1.1.KSR-14-JF,7,deviant,18.206,222,simple
liu_unpublishedc.1.1.KSR-14-CB-BP,15,deviant,15.34,205,simple
liu_unpublishedc.1.1.KSR-15-EW-BP,10,deviant,58.692,205,simple
liu_unpublishedc.1.1.KSR-16-BH,10,deviant,14.612,216,simple
liu_unpublishedc.1.1.KSR-17-MP,7,deviant,19.732,204,simple
liu_unpublishedc.1.1.KSR-18-AK,10,deviant,14.928,216,simple
liu_unpublishedc.1.1.KSR-19-FC,11,deviant,11.056,205,simple
liu_unpublishedc.1.1.KSR-20-AG,7,deviant,36.162,207,simple
liu_unpublishedc.1.1.KSR-21-HS,7,deviant,18.774,209,simple
liu_unpublishedc.1.1.KSR-22-PY,7,deviant,8.482,222,simple
liu_unpublishedc.1.1.KSR-23-FR,7,deviant,12.084,207,simple
liu_unpublishedc.1.1.KSR-24-MD,12,deviant,3.594,223,simple
liu_unpublishedc.1.1.KSR-11-AH,15,deviant,14.95,219,simple
liu_unpublishedc.1.1.KSR-12-LP,11,deviant,10.784,226,simple
liu_unpublishedc.1.1.KSR-13-LH,8,deviant,32.622,213,simple
liu_unpublishedc.1.1.KSR-15-CZ,11,deviant,5.096,221,simple
liu_unpublishedc.1.1.KSR-06-LR,8,deviant,5.1,202,simple
liu_unpublishedc.1.1.KSR-7-DP,9,deviant,20.324,206,simple
liu_unpublishedc.1.1.KSR-9-AB,7,deviant,5.348,204,simple
liu_unpublishedc.1.1.KSR-01-AM,7,deviant,19.788,207,simple
liu_unpublishedc.1.1.KSR-02-SB,15,deviant,4.824,221,simple
liu_unpublishedc.1.1.KSR-4-HL,7,deviant,11.812,207,simple
liu_unpublishedc.1.1.KSR-5-BF,7,deviant,11.502,209,simple
liu_unpublishedc.1.1.KSR-5-EG,7,deviant,20.41,222,simple
liu_unpublishedd.1.1.8,7,deviant,7.44,302.4,simple
liu_unpublishedd.1.1.10,7,deviant,12.772,325.7,simple
liu_unpublishedd.1.1.14,7,deviant,14.198,202.9,simple
liu_unpublishedd.1.1.3,7,deviant,60,326.7,simple
liu_unpublishedd.1.1.5,7,deviant,19.282,298.3,simple
liu_unpublishedd.1.1.7,7,deviant,42.268,331.8,simple
liu_unpublishedd.1.1.9,7,deviant,16.38,277,simple
liu_unpublishedd.1.1.2,7,deviant,5.61,314.5,simple
liu_unpublishedd.1.1.4,7,deviant,36.766,333.8,simple
liu_unpublishedd.1.1.15,7,deviant,60.093,315.6,simple
liu_unpublishedd.1.1.16,7,deviant,12.772,223.2,simple
liu_unpublishedd.1.1.17,7,deviant,6.076,198.9,simple
liu_unpublishedd.1.1.18,7,deviant,37.448,343,simple
liu_unpublishedd.1.1.21,7,deviant,28.4,315.6,simple
liu_unpublishedd.1.1.22,7,deviant,61.132,345,simple
liu_unpublishedd.1.1.26,7,deviant,17.127,366.3,simple
liu_unpublishedd.1.1.27,6,deviant,57.288,319.6,simple
liu_unpublishedd.1.1.28,7,deviant,22.878,276,simple
liu_unpublishedd.1.1.29,7,deviant,35.03,389.6,simple
liu_unpublishedd.1.1.31,7,deviant,35.96,254.7,simple
liu_unpublishedd.1.1.32,7,deviant,22.514,334.8,simple
liu_unpublishedd.1.1.33,7,deviant,60,361.2,simple
liu_unpublishedd.1.1.30,7,deviant,8.184,331.8,simple
liu_unpublishedd.1.1.34,7,deviant,59.396,331.8,simple
liu_unpublishedd.1.1.19,7,deviant,39.308,352.1,simple
liu_unpublishedd.1.1.36,7,deviant,44.02,224.2,simple
luo_2005a.1.1_experimental.1,5,deviant,7.9,156.2,complex
luo_2005a.1.1_experimental.2,5,deviant,10.8,154.2,complex
luo_2005a.1.1_experimental.3,5,deviant,5.1,158.2,complex
luo_2005a.1.1_experimental.4,5,deviant,5.3,152.2,complex
luo_2005a.1.1_experimental.5,5,deviant,9.5,160.2,complex
luo_2005a.1.1_experimental.6,5,deviant,30.7,152.2,complex
luo_2005a.1.1_experimental.7,5,deviant,8.4,157.2,complex
luo_2005a.1.1_experimental.8,5,deviant,18.5,152.2,complex
luo_2005a.1.1_experimental.9,5,deviant,10.3,171.2,complex
luo_2005a.1.1_experimental.10,5,deviant,7.7,157.2,complex
luo_2005a.1.1_experimental.11,5,deviant,9.8,159.2,complex
luo_2005a.1.1_experimental.12,5,deviant,10.2,164.2,complex
luo_2005a.1.1_control.13,5,deviant,40,168.2,complex
luo_2005a.1.1_control.14,5,deviant,6.3,161.2,complex
luo_2005a.1.1_control.15,5,deviant,7.7,169.2,complex
luo_2005a.1.1_control.16,5,deviant,14.7,156.2,complex
luo_2005a.1.1_control.17,5,deviant,14.6,153.2,complex
luo_2005a.1.1_control.18,5,deviant,15.3,171.2,complex
luo_2005a.1.1_control.19,5,deviant,9,166.2,complex
luo_2005a.1.1_control.20,5,deviant,5.6,155.2,complex
luo_2005a.1.1_control.21,5,deviant,14.7,160.2,complex
luo_2005a.1.1_control.22,5,deviant,11.7,161.2,complex
luo_2005a.1.1_control.23,5,deviant,10.1,168.2,complex
luo_2005a.1.1_control.24,5,deviant,11.4,170.2,complex
luo_2005a.2.2_shorthandle.1,5,deviant,6.4,147.8,complex
luo_2005a.2.2_shorthandle.2,5,deviant,13.9,166.2,complex
luo_2005a.2.2_shorthandle.3,5,deviant,10.2,167.2,complex
luo_2005a.2.2_shorthandle.4,5,deviant,11,168.2,complex
luo_2005a.2.2_shorthandle.5,5,deviant,9.2,163.2,complex
luo_2005a.2.2_shorthandle.6,5,deviant,5.9,164.2,complex
luo_2005a.2.2_shorthandle.7,5,deviant,8.9,158.2,complex
luo_2005a.2.2_shorthandle.8,5,deviant,6.2,169.2,complex
luo_2005a.2.2_shorthandle.9,5,deviant,12.5,160.2,complex
luo_2005a.2.2_shorthandle.10,5,deviant,10.2,155.2,complex
luo_2005a.2.2_shorthandle.11,5,deviant,8.4,155.2,complex
luo_2005a.2.2_shorthandle.12,5,deviant,6,159.2,complex
luo_2005a.2.2_longhandle.13,5,deviant,40,161.2,complex
luo_2005a.2.2_longhandle.14,5,deviant,12.3,168.2,complex
luo_2005a.2.2_longhandle.15,5,deviant,6.7,155.2,complex
luo_2005a.2.2_longhandle.16,5,deviant,6,160.2,complex
luo_2005a.2.2_longhandle.17,5,deviant,10.6,167.2,complex
luo_2005a.2.2_longhandle.18,5,deviant,10.8,161.2,complex
luo_2005a.2.2_longhandle.19,5,deviant,7,162.2,complex
luo_2005a.2.2_longhandle.20,5,deviant,6.6,169.2,complex
luo_2005a.2.2_longhandle.21,5,deviant,9.6,154.2,complex
luo_2005a.2.2_longhandle.22,5,deviant,6.6,167.2,complex
luo_2005a.2.2_longhandle.23,5,deviant,8.1,173.2,complex
luo_2005a.2.2_longhandle.24,5,deviant,9.4,172.2,complex
luo_2005b.1.1_ca.1,7,deviant,19.5,102,simple
luo_2005b.1.1_ca.2,7,deviant,28.6,99,simple
luo_2005b.1.1_ca.3,7,deviant,40.7,98,simple
luo_2005b.1.1_ca.4,7,deviant,16.5,101,simple
luo_2005b.1.1_ca.5,7,deviant,60,101,simple
luo_2005b.1.1_ca.6,7,deviant,22.5,102,simple
luo_2005b.1.1_ca.7,7,deviant,24.4,97,simple
luo_2005b.1.1_ca.8,7,deviant,39,97,simple
luo_2005b.1.1_cdna.1,7,deviant,22.4,98,simple
luo_2005b.1.1_cdna.2,7,deviant,16.4,102,simple
luo_2005b.1.1_cdna.3,7,deviant,15.2,102,simple
luo_2005b.1.1_cdna.4,7,deviant,36.5,98,simple
luo_2005b.1.1_cdna.5,7,deviant,60,97,simple
luo_2005b.1.1_cdna.6,7,deviant,22.8,97,simple
luo_2005b.1.1_cdna.7,7,deviant,25.2,97,simple
luo_2005b.1.1_cdna.8,7,deviant,19.4,103,simple
luo_2009a.1.1_visibleshortbox.1,5,deviant,8.9,205.6,complex
luo_2009a.1.1_visibleshortbox.2,5,deviant,9.2,209.6,complex
luo_2009a.1.1_visibleshortbox.3,5,deviant,8.3,165.2,complex
luo_2009a.1.1_visibleshortbox.4,5,deviant,7.6,159.2,complex
luo_2009a.1.1_visibleshortbox.5,5,deviant,17,174.2,complex
luo_2009a.1.1_visibleshortbox.6,5,deviant,7.6,174.2,complex
luo_2009a.1.1_visibleshortbox.7,5,deviant,31.5,197.6,complex
luo_2009a.1.1_visibleshortbox.8,5,deviant,39.6,178.2,complex
luo_2009a.1.1_visibleshortbox.9,5,deviant,11.7,161.2,complex
luo_2009a.1.1_visibleshortbox.10,5,deviant,22.4,173.2,complex
luo_2009a.1.1_visibleshortbox.11,5,deviant,15.3,195.6,complex
luo_2009a.1.1_visibleshortbox.12,5,deviant,25.3,194.6,complex
luo_2009a.1.1_hiddenshortbox.1,5,deviant,8.3,186.6,complex
luo_2009a.1.1_hiddenshortbox.2,5,deviant,32.1,201.6,complex
luo_2009a.1.1_hiddenshortbox.3,5,deviant,10.6,205.6,complex
luo_2009a.1.1_hiddenshortbox.4,5,deviant,6.4,191.6,complex
luo_2009a.1.1_hiddenshortbox.5,5,deviant,31.4,205.6,complex
luo_2009a.1.1_hiddenshortbox.6,5,deviant,24.9,154.2,complex
luo_2009a.1.1_hiddenshortbox.7,5,deviant,45.6,207.6,complex
luo_2009a.1.1_hiddenshortbox.8,5,deviant,6.7,198.6,complex
luo_2009a.1.1_hiddenshortbox.9,5,deviant,33.7,176.2,complex
luo_2009a.1.1_hiddenshortbox.10,5,deviant,13.3,222.1,complex
luo_2009a.1.1_hiddenshortbox.11,5,deviant,15.5,180.2,complex
luo_2009a.1.1_hiddenshortbox.12,5,deviant,6,174.2,complex
luo_2009a.1.1_visibletallbox.1,5,deviant,20.1,192.6,complex
luo_2009a.1.1_visibletallbox.2,5,deviant,11.7,211.6,complex
luo_2009a.1.1_visibletallbox.3,5,deviant,11.4,189.6,complex
luo_2009a.1.1_visibletallbox.4,5,deviant,22.4,204.6,complex
luo_2009a.1.1_visibletallbox.5,5,deviant,6.7,159.2,complex
luo_2009a.1.1_visibletallbox.6,5,deviant,16.3,166.2,complex
luo_2009a.1.1_visibletallbox.7,5,deviant,54.7,210.6,complex
luo_2009a.1.1_visibletallbox.8,5,deviant,11.2,186.6,complex
luo_2009a.1.1_visibletallbox.9,5,deviant,9.4,216.1,complex
luo_2009a.1.1_visibletallbox.10,5,deviant,9.3,197.6,complex
luo_2009a.1.1_visibletallbox.11,5,deviant,29.1,184.6,complex
luo_2009a.1.1_visibletallbox.12,5,deviant,18.6,194.6,complex
luo_2009a.2.2_visibleinfront.1,5,deviant,5.7,183.6,complex
luo_2009a.2.2_visibleinfront.2,5,deviant,9.5,201.6,complex
luo_2009a.2.2_visibleinfront.3,5,deviant,22.9,183.6,complex
luo_2009a.2.2_visibleinfront.4,5,deviant,6.8,170.2,complex
luo_2009a.2.2_visibleinfront.5,5,deviant,12.7,195.6,complex
luo_2009a.2.2_visibleinfront.6,5,deviant,17.3,155.2,complex
luo_2009a.2.2_visibleinfront.7,5,deviant,5.3,198.6,complex
luo_2009a.2.2_visibleinfront.8,5,deviant,6.4,203.6,complex
luo_2009a.2.2_visibleinfront.9,5,deviant,18.1,191.6,complex
luo_2009a.2.2_visibleinfront.10,5,deviant,13.1,177.2,complex
luo_2009a.2.2_visibleinfront.11,5,deviant,6.4,171.2,complex
luo_2009a.2.2_visibleinfront.12,5,deviant,10.6,177.2,complex
luo_2009a.2.2_hiddenbehind.1,5,deviant,11.4,198.6,complex
luo_2009a.2.2_hiddenbehind.2,5,deviant,20.7,175.2,complex
luo_2009a.2.2_hiddenbehind.3,5,deviant,15.6,158.2,complex
luo_2009a.2.2_hiddenbehind.4,5,deviant,5.9,160.2,complex
luo_2009a.2.2_hiddenbehind.5,5,deviant,8.8,185.6,complex
luo_2009a.2.2_hiddenbehind.6,5,deviant,11.9,164.2,complex
luo_2009a.2.2_hiddenbehind.7,5,deviant,25.3,182.6,complex
luo_2009a.2.2_hiddenbehind.8,5,deviant,9.6,186.6,complex
luo_2009a.2.2_hiddenbehind.9,5,deviant,21.7,188.6,complex
luo_2009a.2.2_hiddenbehind.10,5,deviant,17.7,178.2,complex
luo_2009a.2.2_hiddenbehind.11,5,deviant,22.7,180.2,complex
luo_2009a.2.2_hiddenbehind.12,5,deviant,9.8,187.6,complex
luo_2009b.1.1_inert.1,7,deviant,18.1,155.2,simple
luo_2009b.1.1_inert.2,7,deviant,14.3,156.2,simple
luo_2009b.1.1_inert.3,7,deviant,60,150.8,simple
luo_2009b.1.1_inert.4,7,deviant,60,153.2,simple
luo_2009b.1.1_inert.5,7,deviant,31.4,147.8,simple
luo_2009b.1.1_inert.6,7,deviant,60,138.8,simple
luo_2009b.1.1_inert.7,7,deviant,48,159.2,simple
luo_2009b.1.1_inert.8,7,deviant,60,156.2,simple
luo_2009b.1.1_inert.9,7,deviant,60,140.8,simple
luo_2009b.1.1_inert.10,7,deviant,60,149.8,simple
luo_2009b.1.1_inert.11,7,deviant,60,137.8,simple
luo_2009b.1.1_inert.12,7,deviant,15,139.8,simple
luo_2009b.1.1_inert.13,7,deviant,60,152.2,simple
luo_2009b.1.1_inert.14,7,deviant,60,143.8,simple
luo_2009b.1.1_inert.15,7,deviant,16.6,156.2,simple
luo_2009b.1.1_inert.16,7,deviant,24.9,154.2,simple
luo_2009b.1.1_selfpropelled.1,7,deviant,60,137.8,simple
luo_2009b.1.1_selfpropelled.2,7,deviant,60,137.8,simple
luo_2009b.1.1_selfpropelled.3,7,deviant,8.1,157.2,simple
luo_2009b.1.1_selfpropelled.4,7,deviant,60,157.2,simple
luo_2009b.1.1_selfpropelled.5,7,deviant,60,162.2,simple
luo_2009b.1.1_selfpropelled.6,7,deviant,5.8,143.8,simple
luo_2009b.1.1_selfpropelled.7,7,deviant,60,150.8,simple
luo_2009b.1.1_selfpropelled.8,7,deviant,60,160.2,simple
luo_2009b.1.1_selfpropelled.9,7,deviant,44.4,141.8,simple
luo_2009b.1.1_selfpropelled.10,7,deviant,38.4,137.8,simple
luo_2009b.1.1_selfpropelled.11,7,deviant,5.9,148.8,simple
luo_2009b.1.1_selfpropelled.12,7,deviant,60,147.8,simple
luo_2009b.1.1_selfpropelled.13,7,deviant,60,150.8,simple
luo_2009b.1.1_selfpropelled.14,7,deviant,13,149.8,simple
luo_2009b.1.1_selfpropelled.15,7,deviant,60,156.2,simple
luo_2009b.1.1_selfpropelled.16,7,deviant,25.1,161.2,simple
luo_2009b.2.2_inert.1,7,deviant,12.2,153.2,simple
luo_2009b.2.2_inert.2,7,deviant,60,149.8,simple
luo_2009b.2.2_inert.3,7,deviant,23,144.8,simple
luo_2009b.2.2_inert.4,7,deviant,60,146.8,simple
luo_2009b.2.2_inert.5,7,deviant,47,160.2,simple
luo_2009b.2.2_inert.6,7,deviant,60,161.2,simple
luo_2009b.2.2_inert.7,7,deviant,60,149.8,simple
luo_2009b.2.2_inert.8,7,deviant,60,157.2,simple
luo_2009b.2.2_inert.9,7,deviant,60,149.8,simple
luo_2009b.2.2_inert.10,7,deviant,60,156.2,simple
luo_2009b.2.2_inert.11,7,deviant,60,137.8,simple
luo_2009b.2.2_inert.12,7,deviant,28,146.8,simple
luo_2009b.2.2_inert.13,7,deviant,60,159.2,simple
luo_2009b.2.2_inert.14,7,deviant,60,158.2,simple
luo_2009b.2.2_inert.15,7,deviant,60,160.2,simple
luo_2009b.2.2_inert.16,7,deviant,60,152.2,simple
luo_2009b.2.2_selfpropelled.1,7,deviant,60,153.2,simple
luo_2009b.2.2_selfpropelled.2,7,deviant,60,155.2,simple
luo_2009b.2.2_selfpropelled.3,7,deviant,40.4,149.8,simple
luo_2009b.2.2_selfpropelled.4,7,deviant,15.2,156.2,simple
luo_2009b.2.2_selfpropelled.5,7,deviant,18.2,157.2,simple
luo_2009b.2.2_selfpropelled.6,7,deviant,11.8,154.2,simple
luo_2009b.2.2_selfpropelled.7,7,deviant,60,146.8,simple
luo_2009b.2.2_selfpropelled.8,7,deviant,60,138.8,simple
luo_2009b.2.2_selfpropelled.9,7,deviant,13.4,140.8,simple
luo_2009b.2.2_selfpropelled.10,7,deviant,60,158.2,simple
luo_2009b.2.2_selfpropelled.11,7,deviant,60,143.8,simple
luo_2009b.2.2_selfpropelled.12,7,deviant,60,150.8,simple
luo_2009b.2.2_selfpropelled.13,7,deviant,60,160.2,simple
luo_2009b.2.2_selfpropelled.14,7,deviant,27.6,158.2,simple
luo_2009b.2.2_selfpropelled.15,7,deviant,28,154.2,simple
luo_2009b.2.2_selfpropelled.16,7,deviant,9.7,160.2,simple
luo_2010.1.1_smallwindow.1,5,deviant,5.1,221.1,complex
luo_2010.1.1_smallwindow.2,5,deviant,5.8,236.1,complex
luo_2010.1.1_smallwindow.3,5,deviant,14.4,228.1,complex
luo_2010.1.1_smallwindow.4,5,deviant,15.2,235.1,complex
luo_2010.1.1_smallwindow.5,5,deviant,17.4,242.1,complex
luo_2010.1.1_smallwindow.6,5,deviant,10.9,253.5,complex
luo_2010.1.1_smallwindow.7,5,deviant,18.4,270.5,complex
luo_2010.1.1_smallwindow.8,5,deviant,20.4,266.5,complex
luo_2010.1.1_smallwindow.9,5,deviant,13.9,240.1,complex
luo_2010.1.1_smallwindow.10,5,deviant,11.6,238.1,complex
luo_2010.1.1_largewindow.1,5,deviant,22.3,274,complex
luo_2010.1.1_largewindow.2,5,deviant,6.5,238.1,complex
luo_2010.1.1_largewindow.3,5,deviant,7.8,283,complex
luo_2010.1.1_largewindow.4,5,deviant,9.2,246.5,complex
luo_2010.1.1_largewindow.5,5,deviant,6.5,221.1,complex
luo_2010.1.1_largewindow.6,5,deviant,11.4,220.1,complex
luo_2010.1.1_largewindow.7,5,deviant,15.9,281,complex
luo_2010.1.1_largewindow.8,5,deviant,24.3,267.5,complex
luo_2010.1.1_largewindow.9,5,deviant,21.4,236.1,complex
luo_2010.1.1_largewindow.10,5,deviant,18.7,226.1,complex
luo_2010.2.2_handsoccupied.1,5,deviant,5,247.5,complex
luo_2010.2.2_handsoccupied.2,5,deviant,12.3,247.5,complex
luo_2010.2.2_handsoccupied.3,5,deviant,23,246.5,complex
luo_2010.2.2_handsoccupied.4,5,deviant,22.8,247.5,complex
luo_2010.2.2_handsoccupied.5,5,deviant,14.2,264.5,complex
luo_2010.2.2_handsoccupied.6,5,deviant,23.1,223.1,complex
luo_2010.2.2_handsoccupied.7,5,deviant,7.3,240.1,complex
luo_2010.2.2_handsoccupied.8,5,deviant,27.5,220.1,complex
luo_2010.2.2_handsoccupied.9,5,deviant,23.4,219.1,complex
luo_2010.2.2_handsoccupied.10,5,deviant,7.6,220.1,complex
luo_2010.2.2_handsfree.1,5,deviant,8.6,227.1,complex
luo_2010.2.2_handsfree.2,5,deviant,11.8,257.5,complex
luo_2010.2.2_handsfree.3,5,deviant,16.1,239.1,complex
luo_2010.2.2_handsfree.4,5,deviant,6.1,226.1,complex
luo_2010.2.2_handsfree.5,5,deviant,19.7,236.1,complex
luo_2010.2.2_handsfree.6,5,deviant,10,216.1,complex
luo_2010.2.2_handsfree.7,5,deviant,14.5,231.1,complex
luo_2010.2.2_handsfree.8,5,deviant,6.6,235.1,complex
luo_2010.2.2_handsfree.9,5,deviant,30.2,237.1,complex
luo_2010.2.2_handsfree.10,5,deviant,5.4,261.5,complex
luo_2011.1.1_twoobject.1,6,deviant,13.1,103.3,complex
luo_2011.1.1_twoobject.2,6,deviant,18.4,86.9,complex
luo_2011.1.1_twoobject.3,6,deviant,15.1,105.3,complex
luo_2011.1.1_twoobject.4,6,deviant,7.1,129.8,complex
luo_2011.1.1_twoobject.5,6,deviant,5.8,107.3,complex
luo_2011.1.1_twoobject.6,6,deviant,9,79.9,complex
luo_2011.1.1_twoobject.7,6,deviant,18.9,129.8,complex
luo_2011.1.1_twoobject.8,6,deviant,6,98.3,complex
luo_2011.1.1_twoobject.9,6,deviant,31,106.3,complex
luo_2011.1.1_twoobject.10,6,deviant,42.9,109.3,complex
luo_2011.1.1_twoobject.11,6,deviant,23.6,83.9,complex
luo_2011.1.1_twoobject.12,6,deviant,5.7,103.3,complex
luo_2011.1.1_oneobject.13,6,deviant,43.5,96.3,complex
luo_2011.1.1_oneobject.14,6,deviant,34.2,96.3,complex
luo_2011.1.1_oneobject.15,6,deviant,5.7,80.9,complex
luo_2011.1.1_oneobject.16,6,deviant,8.4,76.9,complex
luo_2011.1.1_oneobject.17,6,deviant,60,94.3,complex
luo_2011.1.1_oneobject.18,6,deviant,10.1,96.3,complex
luo_2011.1.1_oneobject.19,6,deviant,8.3,119.3,complex
luo_2011.1.1_oneobject.20,6,deviant,11.1,118.3,complex
luo_2011.1.1_oneobject.21,6,deviant,40.3,124.8,complex
