subject,trial_number,trial_type,trial_looking_time,agedays,complexity
luo_2011.1.1_oneobject.22,6,deviant,60,87.9,complex
luo_2011.1.1_oneobject.23,6,deviant,31.7,88.9,complex
luo_2011.1.1_oneobject.24,6,deviant,60,84.9,complex
luo_2011.2.2.25,6,deviant,11.1,85.9,complex
luo_2011.2.2.26,6,deviant,5.4,108.3,complex
luo_2011.2.2.27,6,deviant,14.2,118.3,complex
luo_2011.2.2.28,6,deviant,23.8,81.9,complex
luo_2011.2.2.29,6,deviant,16.2,89.9,complex
luo_2011.2.2.30,6,deviant,24.8,88.9,complex
luo_2011.2.2.31,6,deviant,20.2,87.9,complex
luo_2011.2.2.32,6,deviant,35.6,91.3,complex
luo_2011.2.2.33,6,deviant,20.2,88.9,complex
luo_2011.2.2.34,6,deviant,26.7,98.3,complex
luo_2011.2.2.35,6,deviant,40.7,92.3,complex
luo_2011.2.2.36,6,deviant,46.2,84.9,complex
martin_2017.1.1_preference.330,7,deviant,13.23,293,complex
martin_2017.1.1_preference.333,6,deviant,8.6,295,complex
martin_2017.1.1_preference.334,8,deviant,14.23,296,complex
martin_2017.1.1_preference.342,9,deviant,8.65,292,complex
martin_2017.1.1_preference.346,7,deviant,1.97,297,complex
martin_2017.1.1_preference.347,7,deviant,31.22,293,complex
martin_2017.1.1_preference.348,7,deviant,6.4,292,complex
martin_2017.1.1_preference.382,10,deviant,5.1,302,complex
martin_2017.1.1_preference.329,9,deviant,9.13,302,complex
martin_2017.1.1_preference.331,7,deviant,17.8,301,complex
martin_2017.1.1_preference.332,10,deviant,7.18,293,complex
martin_2017.1.1_preference.337,7,deviant,10.65,298,complex
martin_2017.1.1_preference.341,7,deviant,5.58,306.4,complex
martin_2017.1.1_preference.343,12,deviant,14.07,295,complex
martin_2017.1.1_preference.345,7,deviant,19.38,300,complex
martin_2017.1.1_preference.349,7,deviant,24.07,291,complex
martin_2017.1.1_preference.1,7,deviant,8.82,297,complex
martin_2017.1.1_preference.8,13,deviant,19.96,303,complex
martin_2017.1.1_preference.14,15,deviant,14.15,303,complex
martin_2017.1.1_preference.17,9,deviant,9.66,307.4,complex
martin_2017.1.1_preference.24,11,deviant,7.69,302,complex
martin_2017.1.1_preference.27,12,deviant,7.35,300,complex
martin_2017.1.1_preference.30,15,deviant,6.78,302,complex
martin_2017.1.1_preference.32,8,deviant,6.1,299,complex
martin_2017.1.1_preference.4,15,deviant,14.02,294,complex
martin_2017.1.1_preference.10,14,deviant,28.18,301,complex
martin_2017.1.1_preference.13,10,deviant,1.96,314.4,complex
martin_2017.1.1_preference.16,9,deviant,7.37,316.4,complex
martin_2017.1.1_preference.28,7,deviant,11.08,296,complex
martin_2017.1.1_preference.35,7,deviant,2.45,311.4,complex
martin_2017.1.1_preference.36,14,deviant,7.18,311.4,complex
martin_2017.1.1_preference.39,15,deviant,7.37,315.4,complex
martin_2017.1.1_choice.350,7,deviant,14.55,292,complex
martin_2017.1.1_choice.354,7,deviant,9.03,292,complex
martin_2017.1.1_choice.355,12,deviant,18.42,295,complex
martin_2017.1.1_choice.358,7,deviant,3.63,294,complex
martin_2017.1.1_choice.361,7,deviant,22.97,293,complex
martin_2017.1.1_choice.368,11,deviant,6.12,291,complex
martin_2017.1.1_choice.369,11,deviant,2.48,295,complex
martin_2017.1.1_choice.370,7,deviant,7.75,299,complex
martin_2017.1.1_choice.351,14,deviant,16.27,294,complex
martin_2017.1.1_choice.352,7,deviant,5.05,292,complex
martin_2017.1.1_choice.356,7,deviant,13.2,295,complex
martin_2017.1.1_choice.359,7,deviant,26.17,291,complex
martin_2017.1.1_choice.360,13,deviant,29.62,303,complex
martin_2017.1.1_choice.364,7,deviant,11.08,294,complex
martin_2017.1.1_choice.365,7,deviant,3.17,293,complex
martin_2017.1.1_choice.379,7,deviant,23.53,303,complex
martin_2017.1.1_choice.2,8,deviant,27.45,297,complex
martin_2017.1.1_choice.6,7,deviant,5.38,296,complex
martin_2017.1.1_choice.9,7,deviant,13.3,303,complex
martin_2017.1.1_choice.18,7,deviant,7.6,296,complex
martin_2017.1.1_choice.29,15,deviant,4.72,302,complex
martin_2017.1.1_choice.31,11,deviant,15.14,309.4,complex
martin_2017.1.1_choice.33,15,deviant,13.98,299,complex
martin_2017.1.1_choice.43,7,deviant,9.44,308.4,complex
martin_2017.1.1_choice.3,14,deviant,13.62,306.4,complex
martin_2017.1.1_choice.11,10,deviant,25.52,309.4,complex
martin_2017.1.1_choice.15,10,deviant,12.72,302,complex
martin_2017.1.1_choice.20,7,deviant,15.94,317.4,complex
martin_2017.1.1_choice.25,7,deviant,23.02,296,complex
martin_2017.1.1_choice.26,8,deviant,12.34,299,complex
martin_2017.1.1_choice.34,7,deviant,13.84,307.4,complex
martin_2017.1.1_choice.37,10,deviant,11.72,302,complex
martin_2017.2.2.639,11,deviant,13.48,289,complex
martin_2017.2.2.642,7,deviant,9.67,294,complex
martin_2017.2.2.644,13,deviant,9.83,296,complex
martin_2017.2.2.663,7,deviant,17.17,303,complex
martin_2017.2.2.691,8,deviant,12.78,291,complex
martin_2017.2.2.696,7,deviant,3.14,308.4,complex
martin_2017.2.2.848,7,deviant,11.97,304.4,complex
martin_2017.2.2.728,7,deviant,8.22,294,complex
martin_2017.2.2.635,13,deviant,2.63,291,complex
martin_2017.2.2.636,8,deviant,7.41,294,complex
martin_2017.2.2.638,7,deviant,8.46,290,complex
martin_2017.2.2.640,9,deviant,5.14,289,complex
martin_2017.2.2.643,8,deviant,7.95,298,complex
martin_2017.2.2.716,9,deviant,18.66,300,complex
martin_2017.2.2.726,7,deviant,5.44,294,complex
martin_2017.2.2.735,9,deviant,13.54,301,complex
martin_2017.3.3.572,7,deviant,9.12,302,complex
martin_2017.3.3.575,8,deviant,6.32,302,complex
martin_2017.3.3.577,9,deviant,4.12,295,complex
martin_2017.3.3.580,12,deviant,6.6,304.4,complex
martin_2017.3.3.582,8,deviant,12.67,300,complex
martin_2017.3.3.583,13,deviant,3.88,299,complex
martin_2017.3.3.585,7,deviant,3.85,301,complex
martin_2017.3.3.589,7,deviant,7.97,297,complex
martin_2017.3.3.571,7,deviant,6.55,299,complex
martin_2017.3.3.573,7,deviant,20.2,296,complex
martin_2017.3.3.579,7,deviant,7.73,296,complex
martin_2017.3.3.581,9,deviant,12.38,299,complex
martin_2017.3.3.584,7,deviant,12.68,289,complex
martin_2017.3.3.587,7,deviant,8.37,294,complex
martin_2017.3.3.594,15,deviant,2.57,292,complex
martin_2017.3.3.598,8,deviant,3.68,299,complex
martin_2017.4.4.459,7,deviant,15.48,298,complex
martin_2017.4.4.460,7,deviant,4.78,298,complex
martin_2017.4.4.466,14,deviant,19.2,292,complex
martin_2017.4.4.479,7,deviant,24.4,297,complex
martin_2017.4.4.481,9,deviant,4.67,295,complex
martin_2017.4.4.485,7,deviant,16.12,301,complex
martin_2017.4.4.492,8,deviant,18.08,291,complex
martin_2017.4.4.498,8,deviant,31.6,293,complex
martin_2017.4.4.450,7,deviant,1.87,298,complex
martin_2017.4.4.458,8,deviant,4.65,299,complex
martin_2017.4.4.462,10,deviant,13.02,300,complex
martin_2017.4.4.467,7,deviant,5.93,301,complex
martin_2017.4.4.469,7,deviant,3.65,294,complex
martin_2017.4.4.486,7,deviant,7.37,297,complex
martin_2017.4.4.491,8,deviant,1.83,291,complex
martin_2017.4.4.496,8,deviant,2.65,298,complex
martin_2017.5.5.504,7,deviant,14.18,280,complex
martin_2017.5.5.509,8,deviant,13.18,297,complex
martin_2017.5.5.511,11,deviant,2.87,299,complex
martin_2017.5.5.539,7,deviant,18.83,294,complex
martin_2017.5.5.540,7,deviant,4.72,294,complex
martin_2017.5.5.550,12,deviant,5.95,291,complex
martin_2017.5.5.555,7,deviant,6.83,295,complex
martin_2017.5.5.557,7,deviant,12.25,291,complex
martin_2017.5.5.502,14,deviant,2.12,291,complex
martin_2017.5.5.505,7,deviant,2.43,297,complex
martin_2017.5.5.512,7,deviant,13,298,complex
martin_2017.5.5.541,7,deviant,7.22,292,complex
martin_2017.5.5.548,7,deviant,9.02,295,complex
martin_2017.5.5.553,11,deviant,18.92,295,complex
martin_2017.5.5.554,7,deviant,5.22,294,complex
martin_2017.5.5.556,9,deviant,8.43,295,complex
martin_2017.6.6.45,8,deviant,10.06,304,complex
martin_2017.6.6.48,9,deviant,5.99,297,complex
martin_2017.6.6.53,7,deviant,7.6,303,complex
martin_2017.6.6.54,7,deviant,22.14,307.4,complex
martin_2017.6.6.58,9,deviant,8.46,309.4,complex
martin_2017.6.6.59,7,deviant,7.99,306.4,complex
martin_2017.6.6.67,7,deviant,9.58,303,complex
martin_2017.6.6.68,7,deviant,3.36,308.4,complex
martin_2017.6.6.44,15,deviant,8.84,304.4,complex
martin_2017.6.6.46,15,deviant,9.42,302,complex
martin_2017.6.6.47,8,deviant,14.06,306.4,complex
martin_2017.6.6.55,7,deviant,5.68,308.4,complex
martin_2017.6.6.56,15,deviant,6.93,306.4,complex
martin_2017.6.6.60,8,deviant,15.49,310.4,complex
martin_2017.6.6.66,7,deviant,16.77,300,complex
martin_2017.6.6.82,15,deviant,15.31,303,complex
martin_2017.7.7.131,11,deviant,9.48,303,complex
martin_2017.7.7.134,7,deviant,7.25,300,complex
martin_2017.7.7.136,7,deviant,9.68,306.4,complex
martin_2017.7.7.137,9,deviant,10.04,308.4,complex
martin_2017.7.7.140,13,deviant,6.95,301,complex
martin_2017.7.7.143,15,deviant,2.62,307.4,complex
martin_2017.7.7.145,15,deviant,10.01,304.4,complex
martin_2017.7.7.148,10,deviant,7.24,298,complex
martin_2017.7.7.128,15,deviant,22.9,300,complex
martin_2017.7.7.129,12,deviant,13.43,299,complex
martin_2017.7.7.133,8,deviant,6.61,304.4,complex
martin_2017.7.7.135,15,deviant,6.17,302,complex
martin_2017.7.7.138,14,deviant,10.11,314.4,complex
martin_2017.7.7.142,7,deviant,14.01,304,complex
martin_2017.7.7.144,9,deviant,17.65,308.4,complex
martin_2017.7.7.146,8,deviant,10.44,309.4,complex
powell_unpublished.1.1.6,5,deviant,13.1,243.5,simple
powell_unpublished.1.1.7,5,deviant,14.5,246.6,simple
powell_unpublished.1.1.9,5,deviant,4.8,258.7,simple
powell_unpublished.1.1.10,5,deviant,7,273,simple
powell_unpublished.1.1.11,5,deviant,6.1,250.5,simple
powell_unpublished.1.1.12,5,deviant,5.2,253.6,simple
powell_unpublished.1.1.13,5,deviant,21.5,248.7,simple
powell_unpublished.1.1.14,5,deviant,8.2,252.7,simple
powell_unpublished.1.1.16,5,deviant,15.4,268.8,simple
powell_unpublished.1.1.17,5,deviant,3.4,234.4,simple
powell_unpublished.1.1.18,5,deviant,15,289.2,simple
powell_unpublished.1.1.19,5,deviant,1.3,257.8,simple
powell_unpublished.1.1.21,5,deviant,2.9,271.8,simple
powell_unpublished.1.1.22,5,deviant,2.8,236.5,simple
powell_unpublished.1.1.23,5,deviant,7.2,274,simple
powell_unpublished.1.1.24,5,deviant,3,241.4,simple
powell_unpublished.1.1.25,5,deviant,17.816948,249.6,simple
powell_unpublished.1.1.26,5,deviant,3.365687234,265.7,simple
powell_unpublished.1.1.27,5,deviant,5.266000725,244.4,simple
powell_unpublished.1.1.28,5,deviant,4.865641302,251.7,simple
powell_unpublished.1.1.29,5,deviant,5.650197984,285.2,simple
powell_unpublished.1.1.30,5,deviant,5.701017726,274.9,simple
powell_unpublished.1.1.31,5,deviant,6.517134054,245.7,simple
powell_unpublished.1.1.32,5,deviant,5.450607426,276.1,simple
powell_unpublished.1.1.33,5,deviant,6.099017246,250.5,simple
powell_unpublished.1.1.34,5,deviant,17.93165933,284,simple
powell_unpublished.1.1.35,5,deviant,5.167062813,262.7,simple
powell_unpublished.1.1.36,5,deviant,15.26581,270,simple
powell_unpublished.1.1.37,5,deviant,14.16755939,250.5,simple
powell_unpublished.1.1.38,5,deviant,3.049640424,265.7,simple
powell_unpublished.1.1.39,5,deviant,2.332981591,274,simple
powell_unpublished.1.1.40,5,deviant,2.466825613,255.7,simple
powell_unpublished.1.1.42,5,deviant,1.71689015,259.7,simple
powell_unpublished.1.1.43,5,deviant,4.033299134,274.9,simple
powell_unpublished.1.1.44,4,deviant,7.151008256,258.7,simple
powell_unpublished.1.1.45,5,deviant,11.22465664,253.6,simple
powell_unpublished.1.1.46,5,deviant,5.682710738,242.6,simple
powell_unpublished.1.1.47,5,deviant,4.132576362,246.6,simple
powell_unpublished.1.1.48,5,deviant,5.115654912,252.7,simple
powell_unpublished.1.1.50,5,deviant,5.600508351,239.6,simple
powell_unpublished.1.1.51,5,deviant,11.38290139,251.7,simple
powell_unpublished.1.1.52,5,deviant,13.18385216,257.8,simple
powell_unpublished.1.1.53,5,deviant,19.01531907,247.5,simple
powell_unpublished.1.1.54,5,deviant,9.717592699,249.6,simple
powell_unpublished.1.1.55,5,deviant,9.01845118,235.3,simple
powell_unpublished.1.1.56,5,deviant,3.962364199,270.9,simple
powell_unpublished.1.1.57,5,deviant,5.032951197,274.9,simple
powell_unpublished.1.1.58,5,deviant,11.21726252,267.9,simple
powell_unpublished.1.1.60,5,deviant,2.582908556,277.9,simple
powell_unpublished.1.1.61,5,deviant,5.199882617,267.9,simple
powell_unpublished.1.1.62,5,deviant,4.999447511,291.3,simple
powell_unpublished.1.1.63,5,deviant,5.282051988,253.6,simple
powell_unpublished.1.1.64,5,deviant,15.38322928,277,simple
powell_unpublished.1.1.65,5,deviant,2.399983224,284,simple
powell_unpublished.1.1.67,5,deviant,4.666287543,247.5,simple
powell_unpublished.1.1.68,5,deviant,5.083772233,259.7,simple
powell_unpublished.1.1.69,5,deviant,6.252222233,246.6,simple
powell_unpublished.1.1.71,5,deviant,6.432757757,268.8,simple
powell_unpublished.1.1.72,5,deviant,2.332514411,268.8,simple
powell_unpublished.1.1.73,5,deviant,12.4333492,280,simple
sanal-hayes_2022.2.2_small.1,5,deviant,1.99371553324308,NA,simple
sanal-hayes_2022.2.2_small.2,5,deviant,2.20339642625594,NA,simple
sanal-hayes_2022.2.2_small.3,5,deviant,1.78603843075007,NA,simple
sanal-hayes_2022.2.2_small.4,5,deviant,2.71828182845905,NA,simple
sanal-hayes_2022.2.2_large.5,5,deviant,4.05519996684467,NA,simple
sanal-hayes_2022.2.2_large.6,5,deviant,3.7061737122102,NA,simple
sanal-hayes_2022.2.2_large.7,5,deviant,2.66445624192942,NA,simple
sanal-hayes_2022.2.2_large.8,5,deviant,3.15819290968977,NA,simple
sanal-hayes_2022.2.2_small.9,5,deviant,2.22554092849247,NA,simple
sanal-hayes_2022.2.2_small.10,5,deviant,3.2219926385285,NA,simple
sanal-hayes_2022.2.2_small.11,5,deviant,3.18993327611618,NA,simple
sanal-hayes_2022.2.2_small.12,5,deviant,2.41089970641721,NA,simple
sanal-hayes_2022.2.2_large.13,5,deviant,1.93479233440203,NA,simple
sanal-hayes_2022.2.2_large.14,5,deviant,2.74560101501692,NA,simple
sanal-hayes_2022.2.2_large.15,5,deviant,3.97490162749475,NA,simple
sanal-hayes_2022.2.2_large.16,5,deviant,5.15516951223468,NA,simple
skerry_2013.1.1.12,13,deviant,5.7,96,complex
skerry_2013.1.1.17,11,deviant,15,111,complex
skerry_2013.1.1.19,7,deviant,5.8,107,complex
skerry_2013.1.1.23,13,deviant,6.8,116,complex
skerry_2013.1.1.24,7,deviant,2.2,120,complex
skerry_2013.1.1.27,13,deviant,45,103,complex
skerry_2013.1.1.33,7,deviant,6.3,114,complex
skerry_2013.1.1.43,11,deviant,2.5,93,complex
skerry_2013.1.1.50,13,deviant,17.9,116,complex
skerry_2013.1.1.52,13,deviant,12.7,108,complex
skerry_2013.1.1.59,13,deviant,4.7,99,complex
skerry_2013.1.1.65,13,deviant,7.4,112,complex
skerry_2013.1.1.67,13,deviant,6.8,121,complex
skerry_2013.1.1.77,9,deviant,8.7,105,complex
skerry_2013.1.1.81,13,deviant,2.6,115,complex
skerry_2013.1.1.84,7,deviant,5,118,complex
skerry_2013.1.1.88,10,deviant,15,110,complex
skerry_2013.1.1.89,8,deviant,7.8,103,complex
skerry_2013.1.1.106,13,deviant,22.7,111,complex
skerry_2013.1.1.107,13,deviant,2.2,99,complex
skerry_2013.2.2.13,13,deviant,4.9,98,complex
skerry_2013.2.2.18,13,deviant,5.7,116,complex
skerry_2013.2.2.32,10,deviant,45,104,complex
skerry_2013.2.2.36,13,deviant,15.6,101,complex
skerry_2013.2.2.37,8,deviant,7.7,105,complex
skerry_2013.2.2.39,13,deviant,11.9,107,complex
skerry_2013.2.2.45,13,deviant,11.9,109,complex
skerry_2013.2.2.57,8,deviant,18.9,108,complex
skerry_2013.2.2.66,7,deviant,11,93,complex
skerry_2013.2.2.73,13,deviant,8.9,107,complex
skerry_2013.2.2.75,9,deviant,6,102,complex
skerry_2013.2.2.79,13,deviant,16.5,122,complex
skerry_2013.2.2.83,8,deviant,13.3,113,complex
skerry_2013.2.2.90,13,deviant,6.5,115,complex
skerry_2013.2.2.91,13,deviant,6.3,97,complex
skerry_2013.2.2.94,13,deviant,19.9,97,complex
skerry_2013.2.2.97,13,deviant,26.3,119,complex
skerry_2013.2.2.98,10,deviant,7.3,119,complex
skerry_2013.2.2.100,13,deviant,28.2,94,complex
skerry_2013.2.2.108,13,deviant,9.3,102,complex
skerry_2013.3.3.1,10,deviant,5.5,109,complex
skerry_2013.3.3.2,9,deviant,9.1,103,complex
skerry_2013.3.3.4,10,deviant,45,108,complex
skerry_2013.3.3.5,7,deviant,32.8,104,complex
skerry_2013.3.3.7,13,deviant,8.2,93,complex
skerry_2013.3.3.10,9,deviant,37.8,104,complex
skerry_2013.3.3.11,13,deviant,45,97,complex
skerry_2013.3.3.12,12,deviant,10.4,120,complex
skerry_2013.3.3.15,13,deviant,7.6,105,complex
skerry_2013.3.3.16,13,deviant,5.3,107,complex
skerry_2013.3.3.17,13,deviant,9.6,110,complex
skerry_2013.3.3.18,7,deviant,2.9,118,complex
skerry_2013.3.3.19,13,deviant,8.8,113,complex
skerry_2013.3.3.20,13,deviant,8.7,108,complex
skerry_2013.3.3.22,13,deviant,19,118,complex
skerry_2013.3.3.23,13,deviant,5.1,118,complex
skerry_2013.3.3.24,13,deviant,43.6,121,complex
skerry_2013.3.3.25,13,deviant,37.5,111,complex
skerry_2013.3.3.26,13,deviant,25.3,91,complex
skerry_2013.3.3.27,13,deviant,9.2,104,complex
skerry_2013.4.4.1,13,deviant,7.2,107,complex
skerry_2013.4.4.3,13,deviant,10.2,111,complex
skerry_2013.4.4.5,13,deviant,9.3,118,complex
skerry_2013.4.4.8,13,deviant,7.2,114,complex
skerry_2013.4.4.9,13,deviant,9.5,119,complex
skerry_2013.4.4.13,13,deviant,12.3,115,complex
skerry_2013.4.4.14,13,deviant,20.1,112,complex
skerry_2013.4.4.18,13,deviant,44.1,103,complex
skerry_2013.4.4.20,8,deviant,5.7,94,complex
skerry_2013.4.4.25,11,deviant,11.5,117,complex
skerry_2013.4.4.27,13,deviant,2.3,118,complex
skerry_2013.4.4.30,8,deviant,10.5,118,complex
skerry_2013.4.4.32,7,deviant,5.2,112,complex
skerry_2013.4.4.37,11,deviant,6.8,116,complex
skerry_2013.4.4.38,13,deviant,9.1,120,complex
skerry_2013.4.4.40,13,deviant,7,98,complex
skerry_2013.4.4.45,13,deviant,5.1,96,complex
skerry_2013.4.4.48,13,deviant,6.6,95,complex
skerry_2013.4.4.58,13,deviant,45,95,complex
skerry_2013.4.4.63,12,deviant,11.2,112,complex
skerry_2013.4.4.66,13,deviant,9.7,110,complex
skerry_2013.4.4.75,7,deviant,6.8,97,complex
skerry_2013.4.4.78,7,deviant,7.9,100,complex
skerry_2013.4.4.79,7,deviant,10.2,93,complex
skerry_2013.4.4.80,13,deviant,18.3,118,complex
skerry_2013.4.4.84,7,deviant,28.2,96,complex
skerry_2013.5.5.10,13,deviant,9.9,115,complex
skerry_2013.5.5.12,13,deviant,6.6,118,complex
skerry_2013.5.5.15,11,deviant,4.7,122,complex
skerry_2013.5.5.16,13,deviant,9.4,110,complex
skerry_2013.5.5.17,7,deviant,8.5,114,complex
skerry_2013.5.5.19,13,deviant,6.7,100,complex
skerry_2013.5.5.28,13,deviant,8.2,100,complex
skerry_2013.5.5.34,7,deviant,4.8,105,complex
skerry_2013.5.5.47,13,deviant,34.1,96,complex
skerry_2013.5.5.50,11,deviant,9.7,119,complex
skerry_2013.5.5.51,10,deviant,6.8,103,complex
skerry_2013.5.5.52,13,deviant,13.4,122,complex
skerry_2013.5.5.53,9,deviant,13.6,105,complex
skerry_2013.5.5.54,7,deviant,7.6,93,complex
skerry_2013.5.5.56,13,deviant,6.7,114,complex
skerry_2013.5.5.59,13,deviant,7.6,110,complex
skerry_2013.5.5.61,8,deviant,16.4,98,complex
skerry_2013.5.5.67,11,deviant,8.3,103,complex
skerry_2013.5.5.68,7,deviant,26.3,114,complex
skerry_2013.5.5.70,13,deviant,13.6,100,complex
skerry_2013.5.5.72,13,deviant,45,111,complex
skerry_2013.5.5.76,13,deviant,6,109,complex
skerry_2013.5.5.81,13,deviant,45,98,complex
skerry_2013.5.5.85,8,deviant,4.4,102,complex
skerry_2013.5.5.86,7,deviant,17.2,106,complex
skerry_2013.5.5.87,13,deviant,22.6,102,complex
stojnic_2023.1.1_efficientagent.P03,9,deviant,15.88433938,336.8,complex
stojnic_2023.1.1_efficientagent.P09,9,deviant,4.75900163,344.8,complex
stojnic_2023.1.1_efficientagent.P11,9,deviant,3.405062485,360.9,complex
stojnic_2023.1.1_efficientagent.P12,9,deviant,3.829268591,356.9,complex
stojnic_2023.1.1_efficientagent.P14,9,deviant,5.606151682,344.8,complex
stojnic_2023.1.1_efficientagent.P16,9,deviant,3.057079126,345.8,complex
stojnic_2023.1.1_efficientagent.P18,9,deviant,15.73374841,337.8,complex
stojnic_2023.1.1_efficientagent.P19,9,deviant,9.912610345,334.8,complex
stojnic_2023.1.1_efficientagent.P20,9,deviant,10.3340998,326.4,complex
stojnic_2023.1.1_efficientagent.P21,9,deviant,15.37078278,352.9,complex
stojnic_2023.1.1_efficientagent.P22,9,deviant,2.454682473,347.8,complex
stojnic_2023.1.1_efficientagent.P23,9,deviant,9.657632461,320.4,complex
stojnic_2023.1.1_efficientagent.P24,9,deviant,11.88742275,349.9,complex
stojnic_2023.1.1_efficientagent.P25,9,deviant,16.3199723,339.8,complex
stojnic_2023.1.1_efficientagent.P26,9,deviant,6.520968614,341.8,complex
stojnic_2023.1.1_efficientagent.P27,9,deviant,3.929564909,337.8,complex
stojnic_2023.1.1_efficientagent.P28,9,deviant,2.768858527,324.4,complex
stojnic_2023.1.1_efficientagent.P29,9,deviant,2.010861845,317.4,complex
stojnic_2023.1.1_efficientagent.P30,9,deviant,2.477235115,323.4,complex
stojnic_2023.1.1_efficientagent.P35,9,deviant,7.953457532,349.9,complex
stojnic_2023.1.1_efficientagent.P37,9,deviant,2.813465929,327.4,complex
stojnic_2023.1.1_efficientagent.P38,9,deviant,11.66481024,336.8,complex
stojnic_2023.1.1_efficientagent.P39,9,deviant,4.721636067,325.4,complex
stojnic_2023.1.1_efficientagent.P40,9,deviant,18.07323105,329.4,complex
stojnic_2023.1.1_goaldirected.P03,9,deviant,3.62367683,336.8,complex
stojnic_2023.1.1_goaldirected.P06,9,deviant,4.092512066,348.9,complex
stojnic_2023.1.1_goaldirected.P09,9,deviant,14.873134,344.8,complex
stojnic_2023.1.1_goaldirected.P11,9,deviant,2.472291661,360.9,complex
stojnic_2023.1.1_goaldirected.P12,9,deviant,5.716782394,356.9,complex
stojnic_2023.1.1_goaldirected.P13,9,deviant,2.74439628,344.8,complex
stojnic_2023.1.1_goaldirected.P14,9,deviant,5.779138881,344.8,complex
stojnic_2023.1.1_goaldirected.P16,9,deviant,4.439525225,345.8,complex
stojnic_2023.1.1_goaldirected.P18,9,deviant,8.41790507,337.8,complex
stojnic_2023.1.1_goaldirected.P19,9,deviant,3.271601942,334.8,complex
stojnic_2023.1.1_goaldirected.P20,9,deviant,1.750828523,326.4,complex
stojnic_2023.1.1_goaldirected.P21,9,deviant,6.733646914,352.9,complex
stojnic_2023.1.1_goaldirected.P22,9,deviant,4.142620562,347.8,complex
stojnic_2023.1.1_goaldirected.P23,9,deviant,5.099636368,320.4,complex
stojnic_2023.1.1_goaldirected.P24,9,deviant,3.074137524,349.9,complex
stojnic_2023.1.1_goaldirected.P25,9,deviant,3.412741571,339.8,complex
stojnic_2023.1.1_goaldirected.P26,9,deviant,5.788950018,341.8,complex
stojnic_2023.1.1_goaldirected.P27,9,deviant,2.682554121,337.8,complex
stojnic_2023.1.1_goaldirected.P28,9,deviant,4.322510049,324.4,complex
stojnic_2023.1.1_goaldirected.P29,9,deviant,10.49650434,317.4,complex
stojnic_2023.1.1_goaldirected.P37,9,deviant,1.755265344,327.4,complex
stojnic_2023.1.1_goaldirected.P38,9,deviant,10.98969814,336.8,complex
stojnic_2023.1.1_goaldirected.P39,9,deviant,1.851984787,325.4,complex
stojnic_2023.1.1_goaldirected.P40,9,deviant,8.697840465,329.4,complex
stojnic_2023.2.2_inefficientagent.P01,9,deviant,21.44848551,341.8,complex
stojnic_2023.2.2_multiagent.P01,9,deviant,17.89038657,342.8,complex
stojnic_2023.2.2_inaccessiblegoal.P01,9,deviant,19.35810742,343.8,complex
stojnic_2023.2.2_instrumentalaction.P01,9,deviant,3.563410508,345.8,complex
stojnic_2023.2.2_goaldirected.P01,9,deviant,12.21585245,348.9,complex
stojnic_2023.2.2_efficientagent.P01,9,deviant,12.64622677,349.9,complex
stojnic_2023.2.2_efficientagent.P02,9,deviant,19.50562538,342.8,complex
stojnic_2023.2.2_inefficientagent.P02,9,deviant,13.26426464,343.8,complex
stojnic_2023.2.2_multiagent.P02,9,deviant,28.87990157,344.8,complex
stojnic_2023.2.2_inaccessiblegoal.P02,9,deviant,15.57522574,347.8,complex
stojnic_2023.2.2_instrumentalaction.P02,9,deviant,6.949906164,348.9,complex
stojnic_2023.2.2_goaldirected.P02,9,deviant,5.411385144,349.9,complex
stojnic_2023.2.2_goaldirected.P03,9,deviant,14.36812166,326.4,complex
stojnic_2023.2.2_inaccessiblegoal.P03,9,deviant,12.83537572,327.4,complex
stojnic_2023.2.2_instrumentalaction.P03,9,deviant,17.29061909,329.4,complex
stojnic_2023.2.2_inefficientagent.P03,9,deviant,7.433459226,331.4,complex
stojnic_2023.2.2_multiagent.P03,9,deviant,9.015163406,337.8,complex
stojnic_2023.2.2_inefficientagent.P04,9,deviant,13.01145448,326.4,complex
stojnic_2023.2.2_inaccessiblegoal.P04,9,deviant,19.06544805,327.4,complex
stojnic_2023.2.2_multiagent.P04,9,deviant,8.336593595,329.4,complex
stojnic_2023.2.2_goaldirected.P04,9,deviant,8.496139772,331.4,complex
stojnic_2023.2.2_efficientagent.P04,9,deviant,7.551044712,337.8,complex
stojnic_2023.2.2_instrumentalaction.P04,9,deviant,2.231978462,338.8,complex
stojnic_2023.2.2_instrumentalaction.P05,9,deviant,4.42287655,319.4,complex
stojnic_2023.2.2_efficientagent.P05,9,deviant,7.027462145,327.4,complex
stojnic_2023.2.2_multiagent.P05,9,deviant,10.82665958,333.4,complex
stojnic_2023.2.2_inaccessiblegoal.P05,9,deviant,5.201595567,338.8,complex
stojnic_2023.2.2_goaldirected.P05,9,deviant,7.030577123,339.8,complex
stojnic_2023.2.2_inefficientagent.P05,9,deviant,25.1630324,341.8,complex
stojnic_2023.2.2_inaccessiblegoal.P06,9,deviant,9.849905012,341.8,complex
stojnic_2023.2.2_instrumentalaction.P06,9,deviant,12.4444995,342.8,complex
stojnic_2023.2.2_inefficientagent.P06,9,deviant,13.44529056,345.8,complex
stojnic_2023.2.2_multiagent.P06,9,deviant,8.528229214,348.9,complex
