subject,complexity
martin_2017.2.2.716,complex
martin_2017.2.2.726,complex
martin_2017.2.2.735,complex
martin_2017.3.3.572,complex
martin_2017.3.3.575,complex
martin_2017.3.3.577,complex
martin_2017.3.3.580,complex
martin_2017.3.3.582,complex
martin_2017.3.3.583,complex
martin_2017.3.3.585,complex
martin_2017.3.3.589,complex
martin_2017.3.3.571,complex
martin_2017.3.3.573,complex
martin_2017.3.3.579,complex
martin_2017.3.3.581,complex
martin_2017.3.3.584,complex
martin_2017.3.3.587,complex
martin_2017.3.3.594,complex
martin_2017.3.3.598,complex
martin_2017.4.4.459,complex
martin_2017.4.4.460,complex
martin_2017.4.4.466,complex
martin_2017.4.4.479,complex
martin_2017.4.4.481,complex
martin_2017.4.4.485,complex
martin_2017.4.4.492,complex
martin_2017.4.4.498,complex
martin_2017.4.4.450,complex
martin_2017.4.4.458,complex
martin_2017.4.4.462,complex
martin_2017.4.4.467,complex
martin_2017.4.4.469,complex
martin_2017.4.4.486,complex
martin_2017.4.4.491,complex
martin_2017.4.4.496,complex
martin_2017.5.5.504,complex
martin_2017.5.5.509,complex
martin_2017.5.5.511,complex
martin_2017.5.5.539,complex
martin_2017.5.5.540,complex
martin_2017.5.5.550,complex
martin_2017.5.5.555,complex
martin_2017.5.5.557,complex
martin_2017.5.5.502,complex
martin_2017.5.5.505,complex
martin_2017.5.5.512,complex
martin_2017.5.5.541,complex
martin_2017.5.5.548,complex
martin_2017.5.5.553,complex
martin_2017.5.5.554,complex
martin_2017.5.5.556,complex
martin_2017.6.6.45,complex
martin_2017.6.6.48,complex
martin_2017.6.6.53,complex
martin_2017.6.6.54,complex
martin_2017.6.6.58,complex
martin_2017.6.6.59,complex
martin_2017.6.6.67,complex
martin_2017.6.6.68,complex
martin_2017.6.6.44,complex
martin_2017.6.6.46,complex
martin_2017.6.6.47,complex
martin_2017.6.6.55,complex
martin_2017.6.6.56,complex
martin_2017.6.6.60,complex
martin_2017.6.6.66,complex
martin_2017.6.6.82,complex
martin_2017.7.7.131,complex
martin_2017.7.7.134,complex
martin_2017.7.7.136,complex
martin_2017.7.7.137,complex
martin_2017.7.7.140,complex
martin_2017.7.7.143,complex
martin_2017.7.7.145,complex
martin_2017.7.7.148,complex
martin_2017.7.7.128,complex
martin_2017.7.7.129,complex
martin_2017.7.7.133,complex
martin_2017.7.7.135,complex
martin_2017.7.7.138,complex
martin_2017.7.7.142,complex
martin_2017.7.7.144,complex
martin_2017.7.7.146,complex
powell_unpublished.1.1.6,similar
powell_unpublished.1.1.7,similar
powell_unpublished.1.1.9,similar
powell_unpublished.1.1.10,similar
powell_unpublished.1.1.11,similar
powell_unpublished.1.1.12,similar
powell_unpublished.1.1.13,similar
powell_unpublished.1.1.14,similar
powell_unpublished.1.1.16,similar
powell_unpublished.1.1.17,similar
powell_unpublished.1.1.18,similar
powell_unpublished.1.1.19,similar
powell_unpublished.1.1.21,similar
powell_unpublished.1.1.22,similar
powell_unpublished.1.1.23,similar
powell_unpublished.1.1.24,similar
powell_unpublished.1.1.25,similar
powell_unpublished.1.1.26,similar
powell_unpublished.1.1.27,similar
powell_unpublished.1.1.28,similar
powell_unpublished.1.1.29,similar
powell_unpublished.1.1.30,similar
powell_unpublished.1.1.31,similar
powell_unpublished.1.1.32,similar
powell_unpublished.1.1.33,similar
powell_unpublished.1.1.34,similar
powell_unpublished.1.1.35,similar
powell_unpublished.1.1.36,similar
powell_unpublished.1.1.37,similar
powell_unpublished.1.1.38,similar
powell_unpublished.1.1.39,similar
powell_unpublished.1.1.40,similar
powell_unpublished.1.1.42,similar
powell_unpublished.1.1.43,similar
powell_unpublished.1.1.44,similar
powell_unpublished.1.1.45,similar
powell_unpublished.1.1.46,similar
powell_unpublished.1.1.47,similar
powell_unpublished.1.1.48,similar
powell_unpublished.1.1.50,similar
powell_unpublished.1.1.51,similar
powell_unpublished.1.1.52,similar
powell_unpublished.1.1.53,similar
powell_unpublished.1.1.54,similar
powell_unpublished.1.1.55,similar
powell_unpublished.1.1.56,similar
powell_unpublished.1.1.57,similar
powell_unpublished.1.1.58,similar
powell_unpublished.1.1.60,similar
powell_unpublished.1.1.61,similar
powell_unpublished.1.1.62,similar
powell_unpublished.1.1.63,similar
powell_unpublished.1.1.64,similar
powell_unpublished.1.1.65,similar
powell_unpublished.1.1.67,similar
powell_unpublished.1.1.68,similar
powell_unpublished.1.1.69,similar
powell_unpublished.1.1.71,similar
powell_unpublished.1.1.72,similar
powell_unpublished.1.1.73,similar
sanal-hayes_2022.2.2_small.1,similar
sanal-hayes_2022.2.2_small.2,similar
sanal-hayes_2022.2.2_small.3,similar
sanal-hayes_2022.2.2_small.4,similar
sanal-hayes_2022.2.2_large.5,similar
sanal-hayes_2022.2.2_large.6,similar
sanal-hayes_2022.2.2_large.7,similar
sanal-hayes_2022.2.2_large.8,similar
sanal-hayes_2022.2.2_small.9,similar
sanal-hayes_2022.2.2_small.10,similar
sanal-hayes_2022.2.2_small.11,similar
sanal-hayes_2022.2.2_small.12,similar
sanal-hayes_2022.2.2_large.13,similar
sanal-hayes_2022.2.2_large.14,similar
sanal-hayes_2022.2.2_large.15,similar
sanal-hayes_2022.2.2_large.16,similar
skerry_2013.1.1.12,complex
skerry_2013.1.1.17,complex
skerry_2013.1.1.19,complex
skerry_2013.1.1.23,complex
skerry_2013.1.1.24,complex
skerry_2013.1.1.27,complex
skerry_2013.1.1.33,complex
skerry_2013.1.1.43,complex
skerry_2013.1.1.50,complex
skerry_2013.1.1.52,complex
skerry_2013.1.1.59,complex
skerry_2013.1.1.65,complex
skerry_2013.1.1.67,complex
skerry_2013.1.1.77,complex
skerry_2013.1.1.81,complex
skerry_2013.1.1.84,complex
skerry_2013.1.1.88,complex
skerry_2013.1.1.89,complex
skerry_2013.1.1.106,complex
skerry_2013.1.1.107,complex
skerry_2013.2.2.13,complex
skerry_2013.2.2.18,complex
skerry_2013.2.2.32,complex
skerry_2013.2.2.36,complex
skerry_2013.2.2.37,complex
skerry_2013.2.2.39,complex
skerry_2013.2.2.45,complex
skerry_2013.2.2.57,complex
skerry_2013.2.2.66,complex
skerry_2013.2.2.73,complex
skerry_2013.2.2.75,complex
skerry_2013.2.2.79,complex
skerry_2013.2.2.83,complex
skerry_2013.2.2.90,complex
skerry_2013.2.2.91,complex
skerry_2013.2.2.94,complex
skerry_2013.2.2.97,complex
skerry_2013.2.2.98,complex
skerry_2013.2.2.100,complex
skerry_2013.2.2.108,complex
skerry_2013.3.3.1,complex
skerry_2013.3.3.2,complex
skerry_2013.3.3.4,complex
skerry_2013.3.3.5,complex
skerry_2013.3.3.7,complex
skerry_2013.3.3.10,complex
skerry_2013.3.3.11,complex
skerry_2013.3.3.12,complex
skerry_2013.3.3.15,complex
skerry_2013.3.3.16,complex
skerry_2013.3.3.17,complex
skerry_2013.3.3.18,complex
skerry_2013.3.3.19,complex
skerry_2013.3.3.20,complex
skerry_2013.3.3.22,complex
skerry_2013.3.3.23,complex
skerry_2013.3.3.24,complex
skerry_2013.3.3.25,complex
skerry_2013.3.3.26,complex
skerry_2013.3.3.27,complex
skerry_2013.4.4.1,complex
skerry_2013.4.4.3,complex
skerry_2013.4.4.5,complex
skerry_2013.4.4.8,complex
skerry_2013.4.4.9,complex
skerry_2013.4.4.13,complex
skerry_2013.4.4.14,complex
skerry_2013.4.4.18,complex
skerry_2013.4.4.20,complex
skerry_2013.4.4.25,complex
skerry_2013.4.4.27,complex
skerry_2013.4.4.30,complex
skerry_2013.4.4.32,complex
skerry_2013.4.4.37,complex
skerry_2013.4.4.38,complex
skerry_2013.4.4.40,complex
skerry_2013.4.4.45,complex
skerry_2013.4.4.48,complex
skerry_2013.4.4.58,complex
skerry_2013.4.4.63,complex
skerry_2013.4.4.66,complex
skerry_2013.4.4.75,complex
skerry_2013.4.4.78,complex
skerry_2013.4.4.79,complex
skerry_2013.4.4.80,complex
skerry_2013.4.4.84,complex
skerry_2013.5.5.10,complex
skerry_2013.5.5.12,complex
skerry_2013.5.5.15,complex
skerry_2013.5.5.16,complex
skerry_2013.5.5.17,complex
skerry_2013.5.5.19,complex
skerry_2013.5.5.28,complex
skerry_2013.5.5.34,complex
skerry_2013.5.5.47,complex
skerry_2013.5.5.50,complex
skerry_2013.5.5.51,complex
skerry_2013.5.5.52,complex
skerry_2013.5.5.53,complex
skerry_2013.5.5.54,complex
skerry_2013.5.5.56,complex
skerry_2013.5.5.59,complex
skerry_2013.5.5.61,complex
skerry_2013.5.5.67,complex
skerry_2013.5.5.68,complex
skerry_2013.5.5.70,complex
skerry_2013.5.5.72,complex
skerry_2013.5.5.76,complex
skerry_2013.5.5.81,complex
skerry_2013.5.5.85,complex
skerry_2013.5.5.86,complex
skerry_2013.5.5.87,complex
stojnic_2023.1.1_efficientagent.P03,complex
stojnic_2023.1.1_efficientagent.P09,complex
stojnic_2023.1.1_efficientagent.P11,complex
stojnic_2023.1.1_efficientagent.P12,complex
stojnic_2023.1.1_efficientagent.P14,complex
stojnic_2023.1.1_efficientagent.P16,complex
stojnic_2023.1.1_efficientagent.P18,complex
stojnic_2023.1.1_efficientagent.P19,complex
stojnic_2023.1.1_efficientagent.P20,complex
stojnic_2023.1.1_efficientagent.P21,complex
stojnic_2023.1.1_efficientagent.P22,complex
stojnic_2023.1.1_efficientagent.P23,complex
stojnic_2023.1.1_efficientagent.P24,complex
stojnic_2023.1.1_efficientagent.P25,complex
stojnic_2023.1.1_efficientagent.P26,complex
stojnic_2023.1.1_efficientagent.P27,complex
stojnic_2023.1.1_efficientagent.P28,complex
stojnic_2023.1.1_efficientagent.P29,complex
stojnic_2023.1.1_efficientagent.P30,complex
stojnic_2023.1.1_efficientagent.P35,complex
stojnic_2023.1.1_efficientagent.P37,complex
stojnic_2023.1.1_efficientagent.P38,complex
stojnic_2023.1.1_efficientagent.P39,complex
stojnic_2023.1.1_efficientagent.P40,complex
stojnic_2023.1.1_goaldirected.P03,complex
stojnic_2023.1.1_goaldirected.P06,complex
stojnic_2023.1.1_goaldirected.P09,complex
stojnic_2023.1.1_goaldirected.P11,complex
stojnic_2023.1.1_goaldirected.P12,complex
stojnic_2023.1.1_goaldirected.P13,complex
stojnic_2023.1.1_goaldirected.P14,complex
stojnic_2023.1.1_goaldirected.P16,complex
stojnic_2023.1.1_goaldirected.P18,complex
stojnic_2023.1.1_goaldirected.P19,complex
stojnic_2023.1.1_goaldirected.P20,complex
stojnic_2023.1.1_goaldirected.P21,complex
stojnic_2023.1.1_goaldirected.P22,complex
stojnic_2023.1.1_goaldirected.P23,complex
stojnic_2023.1.1_goaldirected.P24,complex
stojnic_2023.1.1_goaldirected.P25,complex
stojnic_2023.1.1_goaldirected.P26,complex
stojnic_2023.1.1_goaldirected.P27,complex
stojnic_2023.1.1_goaldirected.P28,complex
stojnic_2023.1.1_goaldirected.P29,complex
stojnic_2023.1.1_goaldirected.P37,complex
stojnic_2023.1.1_goaldirected.P38,complex
stojnic_2023.1.1_goaldirected.P39,complex
stojnic_2023.1.1_goaldirected.P40,complex
stojnic_2023.2.2_inefficientagent.P01,complex
stojnic_2023.2.2_multiagent.P01,complex
stojnic_2023.2.2_inaccessiblegoal.P01,complex
stojnic_2023.2.2_instrumentalaction.P01,complex
stojnic_2023.2.2_goaldirected.P01,complex
stojnic_2023.2.2_efficientagent.P01,complex
stojnic_2023.2.2_efficientagent.P02,complex
stojnic_2023.2.2_inefficientagent.P02,complex
stojnic_2023.2.2_multiagent.P02,complex
stojnic_2023.2.2_inaccessiblegoal.P02,complex
stojnic_2023.2.2_instrumentalaction.P02,complex
stojnic_2023.2.2_goaldirected.P02,complex
stojnic_2023.2.2_goaldirected.P03,complex
stojnic_2023.2.2_inaccessiblegoal.P03,complex
stojnic_2023.2.2_instrumentalaction.P03,complex
stojnic_2023.2.2_inefficientagent.P03,complex
stojnic_2023.2.2_multiagent.P03,complex
stojnic_2023.2.2_inefficientagent.P04,complex
stojnic_2023.2.2_inaccessiblegoal.P04,complex
stojnic_2023.2.2_multiagent.P04,complex
stojnic_2023.2.2_goaldirected.P04,complex
stojnic_2023.2.2_efficientagent.P04,complex
stojnic_2023.2.2_instrumentalaction.P04,complex
stojnic_2023.2.2_instrumentalaction.P05,complex
stojnic_2023.2.2_efficientagent.P05,complex
stojnic_2023.2.2_multiagent.P05,complex
stojnic_2023.2.2_inaccessiblegoal.P05,complex
stojnic_2023.2.2_goaldirected.P05,complex
stojnic_2023.2.2_inefficientagent.P05,complex
stojnic_2023.2.2_inaccessiblegoal.P06,complex
stojnic_2023.2.2_instrumentalaction.P06,complex
stojnic_2023.2.2_inefficientagent.P06,complex
stojnic_2023.2.2_multiagent.P06,complex
stojnic_2023.2.2_efficientagent.P06,complex
stojnic_2023.2.2_goaldirected.P08,complex
stojnic_2023.2.2_multiagent.P08,complex
stojnic_2023.2.2_efficientagent.P08,complex
stojnic_2023.2.2_inaccessiblegoal.P08,complex
stojnic_2023.2.2_inefficientagent.P08,complex
stojnic_2023.2.2_inefficientagent.P09,complex
stojnic_2023.2.2_efficientagent.P09,complex
stojnic_2023.2.2_instrumentalaction.P09,complex
stojnic_2023.2.2_inaccessiblegoal.P09,complex
stojnic_2023.2.2_multiagent.P09,complex
stojnic_2023.2.2_goaldirected.P09,complex
stojnic_2023.2.2_inaccessiblegoal.P10,complex
stojnic_2023.2.2_efficientagent.P10,complex
stojnic_2023.2.2_inaccessiblegoal.P11,complex
stojnic_2023.2.2_multiagent.P11,complex
stojnic_2023.2.2_instrumentalaction.P11,complex
stojnic_2023.2.2_inefficientagent.P11,complex
stojnic_2023.2.2_goaldirected.P11,complex
stojnic_2023.2.2_efficientagent.P11,complex
stojnic_2023.2.2_instrumentalaction.P12,complex
stojnic_2023.2.2_multiagent.P12,complex
stojnic_2023.2.2_inaccessiblegoal.P12,complex
stojnic_2023.2.2_goaldirected.P12,complex
stojnic_2023.2.2_inefficientagent.P12,complex
stojnic_2023.2.2_efficientagent.P12,complex
stojnic_2023.2.2_efficientagent.P13,complex
stojnic_2023.2.2_instrumentalaction.P13,complex
stojnic_2023.2.2_inefficientagent.P13,complex
stojnic_2023.2.2_inaccessiblegoal.P14,complex
stojnic_2023.2.2_efficientagent.P14,complex
stojnic_2023.2.2_inefficientagent.P14,complex
stojnic_2023.2.2_goaldirected.P14,complex
stojnic_2023.2.2_multiagent.P14,complex
stojnic_2023.2.2_instrumentalaction.P14,complex
stojnic_2023.2.2_instrumentalaction.P15,complex
stojnic_2023.2.2_inaccessiblegoal.P15,complex
stojnic_2023.2.2_goaldirected.P15,complex
stojnic_2023.2.2_inefficientagent.P15,complex
stojnic_2023.2.2_efficientagent.P15,complex
stojnic_2023.2.2_multiagent.P15,complex
stojnic_2023.2.2_goaldirected.P16,complex
stojnic_2023.2.2_efficientagent.P16,complex
stojnic_2023.2.2_multiagent.P16,complex
stojnic_2023.2.2_inaccessiblegoal.P16,complex
stojnic_2023.2.2_inefficientagent.P16,complex
stojnic_2023.2.2_inaccessiblegoal.P17,complex
stojnic_2023.2.2_inefficientagent.P17,complex
stojnic_2023.2.2_goaldirected.P17,complex
stojnic_2023.2.2_instrumentalaction.P17,complex
stojnic_2023.2.2_efficientagent.P17,complex
stojnic_2023.2.2_multiagent.P17,complex
stojnic_2023.2.2_instrumentalaction.P18,complex
stojnic_2023.2.2_goaldirected.P18,complex
stojnic_2023.2.2_inefficientagent.P18,complex
stojnic_2023.2.2_efficientagent.P18,complex
stojnic_2023.2.2_multiagent.P18,complex
stojnic_2023.2.2_inaccessiblegoal.P18,complex
stojnic_2023.2.2_efficientagent.P19,complex
stojnic_2023.2.2_goaldirected.P19,complex
stojnic_2023.2.2_inefficientagent.P19,complex
stojnic_2023.2.2_instrumentalaction.P19,complex
stojnic_2023.2.2_multiagent.P19,complex
stojnic_2023.2.2_inaccessiblegoal.P19,complex
stojnic_2023.2.2_multiagent.P20,complex
stojnic_2023.2.2_instrumentalaction.P20,complex
stojnic_2023.2.2_goaldirected.P20,complex
stojnic_2023.2.2_inefficientagent.P21,complex
stojnic_2023.2.2_goaldirected.P21,complex
stojnic_2023.2.2_efficientagent.P21,complex
stojnic_2023.2.2_multiagent.P21,complex
stojnic_2023.2.2_instrumentalaction.P21,complex
stojnic_2023.2.2_inaccessiblegoal.P21,complex
stojnic_2023.2.2_goaldirected.P22,complex
stojnic_2023.2.2_instrumentalaction.P22,complex
stojnic_2023.2.2_inefficientagent.P22,complex
stojnic_2023.2.2_multiagent.P22,complex
stojnic_2023.2.2_efficientagent.P22,complex
stojnic_2023.2.2_inaccessiblegoal.P22,complex
stojnic_2023.2.2_efficientagent.P23,complex
stojnic_2023.2.2_multiagent.P23,complex
stojnic_2023.2.2_goaldirected.P23,complex
stojnic_2023.2.2_inefficientagent.P23,complex
stojnic_2023.2.2_inaccessiblegoal.P23,complex
stojnic_2023.2.2_instrumentalaction.P23,complex
stojnic_2023.2.2_efficientagent.P24,complex
stojnic_2023.2.2_instrumentalaction.P24,complex
stojnic_2023.2.2_inaccessiblegoal.P24,complex
stojnic_2023.2.2_multiagent.P24,complex
stojnic_2023.2.2_goaldirected.P24,complex
stojnic_2023.2.2_inefficientagent.P24,complex
stojnic_2023.2.2_multiagent.P25,complex
stojnic_2023.2.2_efficientagent.P25,complex
stojnic_2023.2.2_goaldirected.P25,complex
stojnic_2023.2.2_inefficientagent.P25,complex
stojnic_2023.2.2_inaccessiblegoal.P25,complex
stojnic_2023.2.2_instrumentalaction.P25,complex
stojnic_2023.2.2_multiagent.P26,complex
stojnic_2023.2.2_inaccessiblegoal.P26,complex
stojnic_2023.2.2_efficientagent.P26,complex
stojnic_2023.2.2_goaldirected.P26,complex
stojnic_2023.2.2_instrumentalaction.P26,complex
stojnic_2023.2.2_inefficientagent.P26,complex
stojnic_2023.2.2_goaldirected.P27,complex
stojnic_2023.2.2_inefficientagent.P27,complex
stojnic_2023.2.2_efficientagent.P27,complex
stojnic_2023.2.2_instrumentalaction.P27,complex
stojnic_2023.2.2_multiagent.P27,complex
stojnic_2023.2.2_multiagent.P28,complex
stojnic_2023.2.2_goaldirected.P28,complex
stojnic_2023.2.2_inaccessiblegoal.P28,complex
stojnic_2023.2.2_instrumentalaction.P28,complex
stojnic_2023.2.2_inefficientagent.P28,complex
stojnic_2023.2.2_efficientagent.P28,complex
stojnic_2023.2.2_multiagent.P29,complex
stojnic_2023.2.2_inefficientagent.P29,complex
stojnic_2023.2.2_instrumentalaction.P29,complex
stojnic_2023.2.2_efficientagent.P29,complex
stojnic_2023.2.2_inaccessiblegoal.P29,complex
stojnic_2023.2.2_inaccessiblegoal.P30,complex
stojnic_2023.2.2_efficientagent.P30,complex
stojnic_2023.2.2_inefficientagent.P30,complex
stojnic_2023.2.2_multiagent.P30,complex
stojnic_2023.2.2_instrumentalaction.P30,complex
stojnic_2023.2.2_inefficientagent.P31,complex
stojnic_2023.2.2_instrumentalaction.P31,complex
stojnic_2023.2.2_goaldirected.P31,complex
stojnic_2023.2.2_efficientagent.P31,complex
stojnic_2023.2.2_inaccessiblegoal.P31,complex
stojnic_2023.2.2_multiagent.P31,complex
stojnic_2023.2.2_efficientagent.P32,complex
stojnic_2023.2.2_multiagent.P32,complex
stojnic_2023.2.2_goaldirected.P32,complex
stojnic_2023.2.2_inefficientagent.P32,complex
stojnic_2023.2.2_inaccessiblegoal.P32,complex
stojnic_2023.2.2_instrumentalaction.P32,complex
stojnic_2023.2.2_goaldirected.P03b,complex
stojnic_2023.2.2_inaccessiblegoal.P07b,complex
stojnic_2023.2.2_goaldirected.P07b,complex
stojnic_2023.2.2_multiagent.P07b,complex
stojnic_2023.2.2_instrumentalaction.P07b,complex
stojnic_2023.2.2_goaldirected.P08b,complex
stojnic_2023.2.2_multiagent.P08b,complex
stojnic_2023.2.2_efficientagent.P08b,complex
stojnic_2023.2.2_inefficientagent.P08b,complex
stojnic_2023.2.2_instrumentalaction.P08b,complex
stojnic_2023.2.2_inaccessiblegoal.P10b,complex
stojnic_2023.2.2_instrumentalaction.P10b,complex
stojnic_2023.2.2_efficientagent.P10b,complex
stojnic_2023.2.2_multiagent.P10b,complex
stojnic_2023.2.2_inefficientagent.P10b,complex
stojnic_2023.2.2_goaldirected.P10b,complex
stojnic_2023.2.2_efficientagent.P13b,complex
stojnic_2023.2.2_inaccessiblegoal.P13b,complex
stojnic_2023.2.2_instrumentalaction.P13b,complex
stojnic_2023.2.2_goaldirected.P13b,complex
stojnic_2023.2.2_inefficientagent.P13b,complex
stojnic_2023.2.2_multiagent.P13b,complex
stojnic_2023.2.2_inaccessiblegoal.P07c,complex
stojnic_2023.2.2_goaldirected.P07c,complex
stojnic_2023.2.2_multiagent.P07c,complex
stojnic_2023.2.2_efficientagent.P07c,complex
stojnic_2023.2.2_instrumentalaction.P07c,complex
stojnic_2023.2.2_inefficientagent.P07c,complex
stojnic_2023.2.2_goaldirected.P16b,complex
stojnic_2023.2.2_efficientagent.P16b,complex
stojnic_2023.2.2_multiagent.P16b,complex
stojnic_2023.2.2_instrumentalaction.P16b,complex
stojnic_2023.2.2_inaccessiblegoal.P16b,complex
stojnic_2023.2.2_inefficientagent.P16b,complex
stojnic_2023.2.2_instrumentalaction.P20b,complex
stojnic_2023.2.2_inefficientagent.P20b,complex
stojnic_2023.2.2_inaccessiblegoal.P20b,complex
stojnic_2023.2.2_efficientagent.P20b,complex
stojnic_2023.2.2_goaldirected.P20b,complex
stojnic_2023.2.2_goaldirected.P27b,complex
stojnic_2023.2.2_inefficientagent.P27b,complex
stojnic_2023.2.2_efficientagent.P27b,complex
stojnic_2023.2.2_instrumentalaction.P27b,complex
stojnic_2023.2.2_multiagent.P27b,complex
stojnic_2023.2.2_goaldirected.P03c,complex
stojnic_2023.2.2_inaccessiblegoal.P03c,complex
stojnic_2023.2.2_instrumentalaction.P03c,complex
stojnic_2023.2.2_inefficientagent.P03c,complex
stojnic_2023.2.2_multiagent.P20c,complex
stojnic_2023.2.2_efficientagent.P27c,complex
stojnic_2023.2.2_instrumentalaction.P27c,complex
stojnic_2023.2.2_goaldirected.P08c,complex
stojnic_2023.2.2_multiagent.P08c,complex
stojnic_2023.2.2_efficientagent.P08c,complex
stojnic_2023.2.2_inaccessiblegoal.P08c,complex
stojnic_2023.2.2_inefficientagent.P08c,complex
stojnic_2023.2.2_goaldirected.P03d,complex
stojnic_2023.2.2_inaccessiblegoal.P03d,complex
stojnic_2023.2.2_inaccessiblegoal.P30b,complex
stojnic_2023.2.2_goaldirected.P03e,complex
stojnic_2023.2.2_inaccessiblegoal.P03e,complex
stojnic_2023.2.2_instrumentalaction.P03e,complex
stojnic_2023.2.2_inefficientagent.P03e,complex
stojnic_2023.2.2_multiagent.P03e,complex
stojnic_2023.2.2_efficientagent.P03e,complex
stojnic_2023.2.2_inaccessiblegoal.P30c,complex
stojnic_2023.2.2_efficientagent.P30c,complex
stojnic_2023.2.2_inefficientagent.P30c,complex
stojnic_2023.2.2_goaldirected.P30c,complex
stojnic_2023.2.2_multiagent.P30c,complex
stojnic_2023.2.2_instrumentalaction.P30c,complex
stojnic_2023.2.2_multiagent.P20d,complex
stojnic_2023.2.2_instrumentalaction.P20d,complex
stojnic_2023.2.2_inefficientagent.P20d,complex
stojnic_2023.2.2_goaldirected.P27d,complex
stojnic_2023.2.2_inefficientagent.P27d,complex
stojnic_2023.2.2_inaccessiblegoal.P27d,complex
stojnic_2023.2.2_efficientagent.P27d,complex
stojnic_2023.2.2_instrumentalaction.P27d,complex
stojnic_2023.2.2_multiagent.P27d,complex
stojnic_2023.2.2_goaldirected.P08d,complex
stojnic_2023.2.2_multiagent.P08d,complex
stojnic_2023.2.2_efficientagent.P08d,complex
stojnic_2023.2.2_inefficientagent.P08d,complex
stojnic_2023.2.2_instrumentalaction.P08d,complex
stojnic_2023.2.2_inaccessiblegoal.P06b,complex
stojnic_2023.2.2_multiagent.P20e,complex
stojnic_2023.2.2_instrumentalaction.P20e,complex
stojnic_2023.2.2_inefficientagent.P20e,complex
stojnic_2023.2.2_inaccessiblegoal.P20e,complex
stojnic_2023.2.2_efficientagent.P20e,complex
stojnic_2023.2.2_goaldirected.P20e,complex
stojnic_2023.2.2_goaldirected.P08e,complex
stojnic_2023.2.2_multiagent.P08e,complex
stojnic_2023.2.2_efficientagent.P08e,complex
stojnic_2023.2.2_inaccessiblegoal.P08e,complex
stojnic_2023.2.2_inefficientagent.P08e,complex
stojnic_2023.2.2_goaldirected.P06c,complex
stojnic_2023.2.2_inaccessiblegoal.P06c,complex
stojnic_2023.2.2_instrumentalaction.P06c,complex
stojnic_2023.2.2_inefficientagent.P06c,complex
stojnic_2023.2.2_multiagent.P06c,complex
stojnic_2023.2.2_efficientagent.P06c,complex
stojnic_2023.2.2_multiagent.P29b,complex
stojnic_2023.2.2_inefficientagent.P29b,complex
stojnic_2023.2.2_instrumentalaction.P29b,complex
stojnic_2023.2.2_efficientagent.P29b,complex
stojnic_2023.2.2_goaldirected.P29b,complex
stojnic_2023.2.2_inaccessiblegoal.P29b,complex
stojnic_2023.2.2_goaldirected.P08f,complex
stojnic_2023.2.2_multiagent.P08f,complex
stojnic_2023.2.2_efficientagent.P08f,complex
stojnic_2023.2.2_inaccessiblegoal.P08f,complex
stojnic_2023.2.2_inefficientagent.P08f,complex
stojnic_2023.2.2_instrumentalaction.P08f,complex
stojnic_2023.2.2_goaldirected.P08g,complex
stojnic_2023.2.2_multiagent.P08g,complex
stojnic_2023.2.2_inefficientagent.P08g,complex
stojnic_2023.2.2_instrumentalaction.P08g,complex
thoermer_2013.1.1_goalencoding.1,complex
thoermer_2013.1.1_goalencoding.2,complex
thoermer_2013.1.1_goalencoding.3,complex
thoermer_2013.1.1_goalencoding.4,complex
thoermer_2013.1.1_goalencoding.5,complex
thoermer_2013.1.1_goalencoding.6,complex
thoermer_2013.1.1_goalencoding.7,complex
thoermer_2013.1.1_goalencoding.8,complex
thoermer_2013.1.1_goalencoding.9,complex
thoermer_2013.1.1_goalencoding.10,complex
thoermer_2013.1.1_goalencoding.12,complex
thoermer_2013.1.1_goalencoding.13,complex
thoermer_2013.1.1_goalencoding.14,complex
thoermer_2013.1.1_goalencoding.15,complex
thoermer_2013.1.1_goalencoding.16,complex
thoermer_2013.1.1_goalencoding.17,complex
thoermer_2013.1.1_goalencoding.18,complex
thoermer_2013.1.1_goalencoding.19,complex
thoermer_2013.1.1_goalencoding.20,complex
thoermer_2013.1.1_goalencoding.21,complex
thoermer_2013.1.1_goalencoding.22,complex
thoermer_2013.1.1_goalencoding.23,complex
thoermer_2013.1.1_goalencoding.24,complex
thoermer_2013.1.1_goalencoding.25,complex
thoermer_2013.1.1_goalencoding.26,complex
thoermer_2013.1.1_goalencoding.27,complex
thoermer_2013.1.1_goalencoding.28,complex
thoermer_2013.1.1_goalencoding.29,complex
thoermer_2013.1.1_goalencoding.30,complex
thoermer_2013.1.1_goalencoding.31,complex
thoermer_2013.1.1_goalencoding.32,complex
thoermer_2013.1.1_goalencoding.33,complex
thoermer_2013.1.1_goalencoding.34,complex
thoermer_2013.1.1_goalencoding.35,complex
thoermer_2013.1.1_goalencoding.36,complex
thoermer_2013.1.1_goalencoding.37,complex
thoermer_2013.1.1_goalencoding.38,complex
thoermer_2013.1.1_goalencoding.39,complex
thoermer_2013.1.1_goalencoding.40,complex
thoermer_2013.1.1_goalencoding.41,complex
thoermer_2013.1.1_goalencoding.42,complex
thoermer_2013.1.1_goalencoding.43,complex
thoermer_2013.1.1_goalencoding.44,complex
woo_2021.1.1.1,complex
woo_2021.1.1.10,complex
woo_2021.1.1.11,complex
woo_2021.1.1.12,complex
woo_2021.1.1.13,complex
woo_2021.1.1.14,complex
woo_2021.1.1.15,complex
woo_2021.1.1.16,complex
